recording_givid	survey	user_reference	area	vague_date_begin	vague_date_end	latitude	longitude
IV2018111621014439	Schelde-estuarium	WM16/016	16	2016-10-17	2016-10-17	500	500
IV2018111621025610	Schelde-estuarium	WM16/017	16	2016-10-17	2016-10-17	500	500
IV2018111621070692	Schelde-estuarium	WM16/018	16	2016-10-17	2016-10-17	500	500
IV2018111621083978	Schelde-estuarium	WM16/019	16	2016-10-17	2016-10-17	500	500
IV2018111621121390	Schelde-estuarium	WM16/020	16	2016-10-17	2016-10-17	500	500
IV2018111621133381	Schelde-estuarium	WM16/021	16	2016-10-17	2016-10-17	500	500
IV2018111621142994	Schelde-estuarium	WM16/022	16	2016-10-17	2016-10-17	500	500
IV2018111621175157	Schelde-estuarium	WM16/023	16	2016-10-17	2016-10-17	500	500
IV2018111621191205	Schelde-estuarium	WM16/024	16	2016-10-17	2016-10-17	500	500
IV2018111621224026	Schelde-estuarium	WM16/025	16	2016-10-17	2016-10-17	500	500
IV2018121216433080	N2000meetnet_Grasland_BHM	1392705	1017	2018-06-12	2018-06-12	51.07893559	3.33338426
IV2018121218533825	N2000meetnet_Grasland_BHM	1392705	9	2018-06-12	2018-06-12	51.07893559	3.33338426
IV2018121811574327	N2000meetnet_Grasland_BHM	81985	1017	2018-06-12	2018-06-12	51.07838722	3.33830152
IV2018121812191520	N2000meetnet_Grasland_BHM	81985	9	2018-06-12	2018-06-12	51.07838722	3.33830152
IV2018121813400651	N2000meetnet_Grasland_BHM	2981953	1017	2018-06-12	2018-06-12	51.08144774	3.3445204
IV2018121814202946	N2000meetnet_Grasland_BHM	2981953	9	2018-06-12	2018-06-12	51.08144774	3.3445204
IV2018121814434064	N2000meetnet_Grasland_BHM	3002670	1017	2018-06-13	2018-06-13	51.36792773	4.95202946
IV2018121815031430	N2000meetnet_Grasland_BHM	3002670	9	2018-06-13	2018-06-13	51.36792773	4.95202946
IV2018121815134218	N2000meetnet_Grasland_BHM	1249582	1017	2018-06-13	2018-06-13	51.38227574	4.95910916
IV2018121815460288	N2000meetnet_Grasland_BHM	1249582	9	2018-06-13	2018-06-13	51.38227574	4.95910916
IV2018121815572118	N2000meetnet_Grasland_BHM	1887022	1017	2018-06-13	2018-06-13	51.37372801	5.04173652
IV2018121816195764	N2000meetnet_Grasland_BHM	1887022	9	2018-06-13	2018-06-13	51.37372801	5.04173652
IV2018121816405213	N2000meetnet_Grasland_BHM	1409089	1017	2018-06-12	2018-06-12	51.0798595	3.34179951
IV2018121817031507	N2000meetnet_Grasland_BHM	1409089	9	2018-06-12	2018-06-12	51.0798595	3.34179951
IV2018122009151922	N2000meetnet_Grasland_BHM	6986542	1017	2018-06-13	2018-06-13	51.35991235	5.02420759
IV2018122009392308	N2000meetnet_Grasland_BHM	6986542	9	2018-06-13	2018-06-13	51.35991235	5.02420759
IV2019010208003898	N2000meetnet_Grasland_BHM	1642233	1017	2018-05-31	2018-05-31	50.95655232	3.99957941
IV2019010208185391	N2000meetnet_Grasland_BHM	1642233	9	2018-05-31	2018-05-31	50.95655232	3.99957941
IV2019010209232641	N2000meetnet_Grasland_BHM	3134649	1017	2018-05-31	2018-05-31	50.71822823	4.29041201
IV2019010209450232	N2000meetnet_Grasland_BHM	3134649	9	2018-05-31	2018-05-31	50.71822823	4.29041201
IV2019010215101106	N2000meetnet_Grasland_BHM	9189270	1017	2018-06-04	2018-06-04	51.22617414	4.60760962
IV2019010215472640	N2000meetnet_Grasland_BHM	9189270	9	2018-06-04	2018-06-04	51.22617414	4.60760962
IV2019010216252659	N2000meetnet_Grasland_BHM	6792238	1017	2018-06-06	2018-06-06	51.28396397	4.8849343
IV2019010216405649	N2000meetnet_Grasland_BHM	6792238	9	2018-06-06	2018-06-06	51.28396397	4.8849343
IV2019010218340961	N2000meetnet_Grasland_BHM	6770678	1017	2018-06-06	2018-06-06	51.27135339	4.93798747
IV2019010218475304	N2000meetnet_Grasland_BHM	6770678	9	2018-06-06	2018-06-06	51.27135339	4.93798747
IV2019010218580676	N2000meetnet_Grasland_BHM	6549737	1017	2018-06-18	2018-06-18	51.07530862	4.31964107
IV2019010219091816	N2000meetnet_Grasland_BHM	6549737	9	2018-06-18	2018-06-18	51.07530862	4.31964107
IV2019010219160277	N2000meetnet_Grasland_BHM	1359838	1017	2018-06-27	2018-06-27	51.34340256	4.50259113
IV2019010219295713	N2000meetnet_Grasland_BHM	1359838	9	2018-06-27	2018-06-27	51.34340256	4.50259113
IV2019010306473673	N2000meetnet_Grasland_BHM	1212382	1017	2018-06-27	2018-06-27	51.33873295	4.50791152
IV2019010306500942	N2000meetnet_Grasland_BHM	1212382	9	2018-06-27	2018-06-27	51.33873295	4.50791152
IV2019010307000537	N2000meetnet_Grasland_BHM	3456990	1017	2018-06-27	2018-06-27	51.34311259	4.5044271
IV2019010307573190	N2000meetnet_Grasland_BHM	3456990	9	2018-06-27	2018-06-27	51.34311259	4.5044271
IV2019010308222329	N2000meetnet_Grasland_BHM	2447382	1017	2018-06-18	2018-06-18	51.07122072	4.54152958
IV2019010308412535	N2000meetnet_Grasland_BHM	2447382	9	2018-06-18	2018-06-18	51.07122072	4.54152958
IV2019010309035047	N2000meetnet_Grasland_BHM	6630337	1017	2018-06-07	2018-06-07	51.15451573	3.26877261
IV2019010309225163	N2000meetnet_Grasland_BHM	6630337	9	2018-06-07	2018-06-07	51.15451573	3.26877261
IV2019010309332746	N2000meetnet_Grasland_BHM	7678913	1017	2018-06-07	2018-06-07	51.15465339	3.26781942
IV2019010309483876	N2000meetnet_Grasland_BHM	7678913	9	2018-06-07	2018-06-07	51.15465339	3.26781942
IV2019010311595752	N2000meetnet_Grasland_BHM	1785525	1017	2018-07-04	2018-07-04	51.29202863	3.21018829
IV2019010312172058	N2000meetnet_Grasland_BHM	1785525	9	2018-07-04	2018-07-04	51.29202863	3.21018829
IV2019010312332852	N2000meetnet_Grasland_BHM	1830581	1017	2018-07-04	2018-07-04	51.289738	3.20517527
IV2019010312395304	N2000meetnet_Grasland_BHM	1830581	9	2018-07-04	2018-07-04	51.289738	3.20517527
IV2019010312545285	N2000meetnet_Grasland_BHM	1928193	1017	2018-06-29	2018-06-29	51.21115238	3.03630612
IV2019010313083140	N2000meetnet_Grasland_BHM	1928193	9	2018-06-29	2018-06-29	51.21115238	3.03630612
IV2019010313212559	N2000meetnet_Grasland_BHM	1872565	1017	2018-06-28	2018-06-28	51.28330347	3.13791191
IV2019010313395896	N2000meetnet_Grasland_BHM	1872565	9	2018-06-28	2018-06-28	51.28330347	3.13791191
IV2019010314170327	N2000meetnet_Grasland_BHM	1715637	1017	2018-06-28	2018-06-28	51.30588102	3.11561145
IV2019010314210644	N2000meetnet_Grasland_BHM	1715637	9	2018-06-28	2018-06-28	51.30588102	3.11561145
IV2019010314291141	N2000meetnet_Grasland_BHM	1338805	1017	2018-06-28	2018-06-28	51.30016749	3.10219557
IV2019010314325267	N2000meetnet_Grasland_BHM	1338805	9	2018-06-28	2018-06-28	51.30016749	3.10219557
IV2019010314442127	N2000meetnet_Grasland_BHM	1936821	1017	2018-06-28	2018-06-28	51.28041465	3.11320718
IV2019010314495413	N2000meetnet_Grasland_BHM	1936821	9	2018-06-28	2018-06-28	51.28041465	3.11320718
IV2019010314572854	N2000meetnet_Grasland_BHM	1945013	1017	2018-06-28	2018-06-28	51.29140844	3.1152162
IV2019010315090270	N2000meetnet_Grasland_BHM	1945013	9	2018-06-28	2018-06-28	51.29140844	3.1152162
IV2019010315193502	N2000meetnet_Grasland_BHM	1667357	1017	2018-06-14	2018-06-14	51.28496727	3.60749086
IV2019010315285888	N2000meetnet_Grasland_BHM	1667357	9	2018-06-14	2018-06-14	51.28496727	3.60749086
IV2019010315434974	N2000meetnet_Moeras_BHM	2011870	1017	2018-06-05	2018-06-05	51.39213082	4.43806611
IV2019010315520211	N2000meetnet_Moeras_BHM	2011870	9	2018-06-05	2018-06-05	51.39213082	4.43806611
IV2019010406260429	N2000meetnet_Moeras_BHM	1498102	1017	2018-06-06	2018-06-06	51.24275763	4.95229853
IV2019010406365884	N2000meetnet_Moeras_BHM	1498102	9	2018-06-06	2018-06-06	51.24275763	4.95229853
IV2019010406472400	N2000meetnet_Moeras_BHM	1677870	1017	2018-06-13	2018-06-13	51.33735377	5.02283952
IV2019010407103073	N2000meetnet_Moeras_BHM	1677870	9	2018-06-13	2018-06-13	51.33735377	5.02283952
IV2019010407172748	N2000meetnet_Moeras_BHM	1322614	1017	2018-07-05	2018-07-05	51.17084421	5.24102725
IV2019010407330134	N2000meetnet_Moeras_BHM	1322614	9	2018-07-05	2018-07-05	51.17084421	5.24102725
IV2019010408021541	N2000meetnet_Moeras_BHM	1927030	1017	2018-07-05	2018-07-05	51.15230024	5.17893485
IV2019010408132142	N2000meetnet_Moeras_BHM	1927030	9	2018-07-05	2018-07-05	51.15230024	5.17893485
IV2019010911142819	N2000meetnet_Moeras_BHM	1829622	1017	2018-05-15	2018-05-15	51.19669246	4.93441181
IV2019010911305760	N2000meetnet_Moeras_BHM	1829622	9	2018-05-15	2018-05-15	51.19669246	4.93441181
IV2019011412165950	N2000meetnet_Grasland_BHM	1750129	1017	2018-06-29	2018-06-29	51.19673993	3.0005561
IV2019011413085987	N2000meetnet_Grasland_BHM	1750129	9	2018-06-29	2018-06-29	51.19673993	3.0005561
IV2019011414090895	N2000meetnet_Grasland_BHM	1547265	1017	2018-06-29	2018-06-29	51.20822368	3.03181057
IV2019011414294981	N2000meetnet_Grasland_BHM	1547265	9	2018-06-29	2018-06-29	51.20822368	3.03181057
IV2019011414351048	N2000meetnet_Grasland_BHM	1461001	1017	2018-06-14	2018-06-14	51.25496316	3.7489927
IV2019011415092985	N2000meetnet_Grasland_BHM	1461001	9	2018-06-14	2018-06-14	51.25496316	3.7489927
IV2019012509053642	N2000meetnet_Grasland_BHM	6572681	1017	2018-06-07	2018-06-07	51.049407	3.82751122
IV2019012511170725	N2000meetnet_Grasland_BHM	6572681	9	2018-06-07	2018-06-07	51.049407	3.82751122
IV2019012513495405	N2000meetnet_Grasland_BHM	2637569	1017	2018-07-03	2018-07-03	51.14860531	3.10395669
IV2019012514311759	N2000meetnet_Grasland_BHM	2637569	9	2018-07-03	2018-07-03	51.14860531	3.10395669
IV2019012515324710	N2000meetnet_Grasland_BHM	5408201	1017	2018-06-07	2018-06-07	51.06432999	3.66292077
IV2019012515495181	N2000meetnet_Grasland_BHM	5408201	9	2018-06-07	2018-06-07	51.06432999	3.66292077
IV2019013112081884	N2000meetnet_Moeras_BHM	1761206	1017	2018-07-05	2018-07-05	51.08887077	5.314408
IV2019020110485762	N2000meetnet_Moeras_BHM	1761206	9	2018-07-05	2018-07-05	51.08887077	5.314408
IV2019020111131657	N2000meetnet_Moeras_BHM	1913782	1017	2018-07-10	2018-07-10	51.09251387	5.32635742
IV2019020119240586	N2000meetnet_Moeras_BHM	1913782	9	2018-07-10	2018-07-10	51.09251387	5.32635742
IV2019020120070464	N2000meetnet_Moeras_BHM	1258422	1017	2018-07-10	2018-07-10	51.09119554	5.33061551
IV2019020120260519	N2000meetnet_Moeras_BHM	1258422	9	2018-07-10	2018-07-10	51.09119554	5.33061551
IV2019020415303598	N2000meetnet_Moeras_BHM	1766326	1017	2018-07-12	2018-07-12	51.09021597	5.34373356
IV2019020508032046	N2000meetnet_Moeras_BHM	1766326	9	2018-07-12	2018-07-12	51.09021597	5.34373356
IV2019020509150134	N2000meetnet_Moeras_BHM	1839666	1017	2018-06-07	2018-06-07	50.91224601	5.53701348
IV2019020510153108	N2000meetnet_Moeras_BHM	1839666	9	2018-06-07	2018-06-07	50.91224601	5.53701348
IV2019020510392459	N2000meetnet_Moeras_BHM	107830	1017	2018-05-30	2018-05-30	51.01352626	4.98781228
IV2019020510571326	N2000meetnet_Moeras_BHM	107830	9	2018-05-30	2018-05-30	51.01352626	4.98781228
IV2019020512391292	N2000meetnet_Moeras_BHM	1512886	1017	2018-05-30	2018-05-30	51.00431224	5.17804714
IV2019020512553396	N2000meetnet_Moeras_BHM	1512886	9	2018-05-30	2018-05-30	51.00431224	5.17804714
IV2019020609412094	N2000meetnet_Grasland_BHM	8705254	1017	2018-06-19	2018-06-19	50.86231469	5.26030037
IV2019020612275238	N2000meetnet_Grasland_BHM	8705254	9	2018-06-19	2018-06-19	50.86231469	5.26030037
IV2019020612581446	N2000meetnet_Grasland_BHM	7394534	1017	2018-06-19	2018-06-19	50.86231895	5.25984393
IV2019020613402086	N2000meetnet_Grasland_BHM	7394534	9	2018-06-19	2018-06-19	50.86231895	5.25984393
IV2019020714420536	N2000meetnet_Grasland_BHM	8220722	1017	2018-06-20	2018-06-20	50.85402546	5.35966634
IV2019020715455743	N2000meetnet_Grasland_BHM	8220722	9	2018-06-20	2018-06-20	50.85402546	5.35966634
IV2019020716030884	N2000meetnet_Grasland_BHM	1255122	1017	2018-06-19	2018-06-19	51.01382369	5.41230935
IV2019020808585406	N2000meetnet_Grasland_BHM	1255122	9	2018-06-19	2018-06-19	51.01382369	5.41230935
IV2019020809404178	N2000meetnet_Grasland_BHM	1269458	1017	2018-06-19	2018-06-19	51.01543547	5.42511419
IV2019020809510944	N2000meetnet_Grasland_BHM	1269458	9	2018-06-19	2018-06-19	51.01543547	5.42511419
IV2019020810390261	N2000meetnet_Grasland_BHM	9655346	1017	2018-06-12	2018-06-12	50.88376807	5.38213443
IV2019020811023605	N2000meetnet_Grasland_BHM	9655346	9	2018-06-12	2018-06-12	50.88376807	5.38213443
IV2019020811552696	N2000meetnet_Grasland_BHM	4576306	1017	2018-06-12	2018-06-12	50.88455771	5.39033677
IV2019020812125743	N2000meetnet_Grasland_BHM	4576306	9	2018-06-12	2018-06-12	50.88455771	5.39033677
IV2019020910455730	N2000meetnet_Grasland_BHM	480306	1017	2018-06-13	2018-06-13	50.88433736	5.38259918
IV2019020910570357	N2000meetnet_Grasland_BHM	480306	9	2018-06-13	2018-06-13	50.88433736	5.38259918
IV2019021214331564	N2000meetnet_Grasland_BHM	1381569	1017	2018-06-12	2018-06-12	51.14093411	3.45767223
IV2019021214520710	N2000meetnet_Grasland_BHM	1381569	9	2018-06-12	2018-06-12	51.14093411	3.45767223
IV2019021809433664	N2000meetnet_Grasland_BHM	6528306	1017	2018-06-12	2018-06-12	50.91320371	5.43646717
IV2019021809512830	N2000meetnet_Duinen_BHM	13594417_2170	1017	2018-09-20	2018-09-20	51.12542033	2.68747939
IV2019021809593611	N2000meetnet_Duinen_BHM	13594417_2170	9	2018-09-20	2018-09-20	51.12542033	2.68747939
IV2019021810361306	N2000meetnet_Duinen_BHM	10334001_2190	1017	2018-08-14	2018-08-14	51.12922487	2.70167121
IV2019021810403014	N2000meetnet_Duinen_BHM	10334001_2190	9	2018-08-14	2018-08-14	51.12922487	2.70167121
IV2019021811115306	N2000meetnet_Duinen_BHM	10186545_2130_hd	1017	2018-08-23	2018-08-23	51.12270058	2.68210635
IV2019021811185084	N2000meetnet_Duinen_BHM	10186545_2130_hd	9	2018-08-23	2018-08-23	51.12270058	2.68210635
IV2019021811453524	N2000meetnet_Grasland_BHM	6528306	9	2018-06-12	2018-06-12	50.91320371	5.43646717
IV2019021811495237	N2000meetnet_Duinen_BHM	10186545_2170	1017	2018-08-23	2018-08-23	51.12318562	2.68529129
IV2019021812584035	N2000meetnet_Duinen_BHM	10186545_2170	9	2018-08-23	2018-08-23	51.12318562	2.68529129
IV2019021813401634	N2000meetnet_Duinen_BHM	13561649_2170	1017	2018-08-24	2018-08-24	51.13314193	2.69671702
IV2019021813445547	N2000meetnet_Duinen_BHM	13561649_2170	9	2018-08-24	2018-08-24	51.13314193	2.69671702
IV2019021815154027	N2000meetnet_Duinen_BHM	11595569_2170	1017	2018-08-20	2018-08-20	51.13057966	2.69426736
IV2019021815265092	N2000meetnet_Duinen_BHM	11595569_2170	9	2018-08-20	2018-08-20	51.13057966	2.69426736
IV2019021815483401	N2000meetnet_Duinen_BHM	1240881_2170	1017	2018-09-18	2018-09-18	51.13352544	2.70060322
IV2019021815521039	N2000meetnet_Duinen_BHM	1240881_2170	9	2018-09-18	2018-09-18	51.13352544	2.70060322
IV2019021816153672	N2000meetnet_Duinen_BHM	13823793_2170	1017	2018-09-18	2018-09-18	51.13411419	2.70161696
IV2019021816195603	N2000meetnet_Duinen_BHM	13823793_2170	9	2018-09-18	2018-09-18	51.13411419	2.70161696
IV2019021816464213	N2000meetnet_Duinen_BHM	12644145_2170	1017	2018-08-24	2018-08-24	51.13143485	2.69519068
IV2019021816515851	N2000meetnet_Duinen_BHM	12644145_2170	9	2018-08-24	2018-08-24	51.13143485	2.69519068
IV2019021817083167	N2000meetnet_Duinen_BHM	10260273_2130_hd	1017	2018-07-20	2018-07-20	51.13345423	2.68897489
IV2019021817150496	N2000meetnet_Duinen_BHM	10260273_2130_hd	9	2018-07-20	2018-07-20	51.13345423	2.68897489
IV2019021818015534	N2000meetnet_Duinen_BHM	11530033_2170	1017	2018-07-23	2018-07-23	51.1316428	2.69217399
IV2019021818054897	N2000meetnet_Duinen_BHM	11530033_2170	9	2018-07-23	2018-07-23	51.1316428	2.69217399
IV2019021909195430	N2000meetnet_Grasland_BHM	9131058	1017	2018-06-13	2018-06-13	50.88574009	5.38672267
IV2019021909560725	N2000meetnet_Grasland_BHM	9131058	9	2018-06-13	2018-06-13	50.88574009	5.38672267
IV2019021912262072	N2000meetnet_Grasland_BHM	6509618	1017	2018-06-14	2018-06-14	50.88347422	5.38257932
IV2019021912454923	N2000meetnet_Grasland_BHM	6509618	9	2018-06-14	2018-06-14	50.88347422	5.38257932
IV2019021913152687	N2000meetnet_Duinen_BHM	10398513_2120	1017	2018-09-27	2018-09-27	51.16101913	2.75361198
IV2019021913332143	N2000meetnet_Duinen_BHM	10398513_2120	9	2018-09-27	2018-09-27	51.16101913	2.75361198
IV2019021914301511	N2000meetnet_Grasland_BHM	6213542	1017	2018-06-25	2018-06-25	50.93599945	4.89890137
IV2019021914494248	N2000meetnet_Grasland_BHM	6213542	9	2018-06-25	2018-06-25	50.93599945	4.89890137
IV2019022009260834	N2000meetnet_Duinen_BHM	1044273_2120	1017	2018-07-23	2018-07-23	51.13165753	2.69061004
IV2019022009580729	N2000meetnet_Grasland_BHM	3424742	1017	2018-06-04	2018-06-04	50.84538981	5.13575633
IV2019022010492413	N2000meetnet_Grasland_BHM	3424742	9	2018-06-04	2018-06-04	50.84538981	5.13575633
IV2019022011203333	N2000meetnet_Duinen_BHM	1044273_2120	9	2018-07-23	2018-07-23	51.13165753	2.69061004
IV2019022011461240	N2000meetnet_Duinen_BHM	10252081_2130_hd	1017	2018-08-21	2018-08-21	51.12397288	2.69676444
IV2019022011472738	N2000meetnet_Grasland_BHM	3351638	9	2018-06-27	2018-06-27	51.05914395	4.85701159
IV2019022011550085	N2000meetnet_Duinen_BHM	10252081_2130_hd	9	2018-08-21	2018-08-21	51.12397288	2.69676444
IV2019022012091414	N2000meetnet_Grasland_BHM	1254486	1017	2018-06-27	2018-06-27	51.05845913	4.8550017
IV2019022012425367	N2000meetnet_Duinen_BHM	10665777_2120	1017	2018-08-23	2018-08-23	51.12264536	2.68407593
IV2019022012454117	N2000meetnet_Duinen_BHM	10665777_2120	9	2018-08-23	2018-08-23	51.12264536	2.68407593
IV2019022012591316	N2000meetnet_Grasland_BHM	1254486	9	2018-06-27	2018-06-27	51.05845913	4.8550017
IV2019022013124861	N2000meetnet_Duinen_BHM	13889329_2170	1017	2018-09-20	2018-09-20	51.12840871	2.68945259
IV2019022013161788	N2000meetnet_Duinen_BHM	13889329_2170	9	2018-09-20	2018-09-20	51.12840871	2.68945259
IV2019022013350210	N2000meetnet_Duinen_BHM	10186545_2120	1017	2018-09-26	2018-09-26	51.12623763	2.69064563
IV2019022013365235	N2000meetnet_Duinen_BHM	10186545_2120	9	2018-09-26	2018-09-26	51.12623763	2.69064563
IV2019022013410657	N2000meetnet_Duinen_BHM	10578737_2120	1017	2018-09-27	2018-09-27	51.16545114	2.76215287
IV2019022013422931	N2000meetnet_Duinen_BHM	10578737_2120	9	2018-09-27	2018-09-27	51.16545114	2.76215287
IV2019022015131506	N2000meetnet_Duinen_BHM	10283825_2130_hd	1017	2018-09-27	2018-09-27	51.16479759	2.76752119
IV2019022015174602	N2000meetnet_Duinen_BHM	10283825_2130_hd	9	2018-09-27	2018-09-27	51.16479759	2.76752119
IV2019022016562144	N2000meetnet_Duinen_BHM	12054321_2170	1017	2018-09-20	2018-09-20	51.12828173	2.69065796
IV2019022016595035	N2000meetnet_Duinen_BHM	12054321_2170	9	2018-09-20	2018-09-20	51.12828173	2.69065796
IV2019022017090395	N2000meetnet_Duinen_BHM	12545841_2170	1017	2018-09-20	2018-09-20	51.12616129	2.68852133
IV2019022017120928	N2000meetnet_Duinen_BHM	12545841_2170	9	2018-09-20	2018-09-20	51.12616129	2.68852133
IV2019022017210446	N2000meetnet_Duinen_BHM	13070129_2170	1017	2018-09-20	2018-09-20	51.124401	2.68961845
IV2019022017234989	N2000meetnet_Duinen_BHM	13070129_2170	9	2018-09-20	2018-09-20	51.124401	2.68961845
IV2019022017323559	N2000meetnet_Duinen_BHM	10219313_2170	1017	2018-09-26	2018-09-26	51.13105639	2.68880259
IV2019022017345169	N2000meetnet_Duinen_BHM	10219313_2170	9	2018-09-26	2018-09-26	51.13105639	2.68880259
IV2019022017453613	N2000meetnet_Duinen_BHM	10219313_2130_hd	1017	2018-09-26	2018-09-26	51.12944383	2.68928079
IV2019022017491986	N2000meetnet_Duinen_BHM	10219313_2130_hd	9	2018-09-26	2018-09-26	51.12944383	2.68928079
IV2019022019283436	N2000meetnet_Duinen_BHM	10809137_2190_mp	1017	2018-08-14	2018-08-14	51.12921841	2.7012142
IV2019022019311405	N2000meetnet_Duinen_BHM	10809137_2190_mp	9	2018-08-14	2018-08-14	51.12921841	2.7012142
IV2019022019402585	N2000meetnet_Duinen_BHM	12431153_2190_mp	1017	2018-08-21	2018-08-21	51.12840905	2.70348152
IV2019022019432327	N2000meetnet_Duinen_BHM	12431153_2190_mp	9	2018-08-21	2018-08-21	51.12840905	2.70348152
IV2019022111563297	N2000meetnet_Duinen_BHM	11071281_2190_mp	1017	2018-08-14	2018-08-14	51.12977417	2.69982263
IV2019022112005848	N2000meetnet_Duinen_BHM	11071281_2190_mp	9	2018-08-14	2018-08-14	51.12977417	2.69982263
IV2019022112142789	N2000meetnet_Duinen_BHM	16772913_2190_mp	1017	2018-08-20	2018-08-20	51.13048059	2.69327309
IV2019022112243061	N2000meetnet_Duinen_BHM	16772913_2190_mp	9	2018-08-20	2018-08-20	51.13048059	2.69327309
IV2019022112420450	N2000meetnet_Duinen_BHM	11923249_2190_mp	1017	2018-07-23	2018-07-23	51.13211893	2.69151387
IV2019022112451373	N2000meetnet_Duinen_BHM	11923249_2190_mp	9	2018-07-23	2018-07-23	51.13211893	2.69151387
IV2019022114385849	N2000meetnet_Grasland_BHM	8363961	1017	2018-06-01	2018-06-01	50.75481759	4.30272567
IV2019022114510668	N2000meetnet_Grasland_BHM	8363961	9	2018-06-01	2018-06-01	50.75481759	4.30272567
IV2019022510115965	N2000meetnet_Grasland_BHM	3273046	1017	2018-07-02	2018-07-02	51.02563131	4.85669031
IV2019022510234996	N2000meetnet_Grasland_BHM	3273046	9	2018-07-02	2018-07-02	51.02563131	4.85669031
IV2019022514042696	N2000meetnet_Grasland_BHM	3600726	1017	2018-07-02	2018-07-02	51.0253182	4.85883709
IV2019022514294786	N2000meetnet_Grasland_BHM	3600726	9	2018-07-02	2018-07-02	51.0253182	4.85883709
IV2019022610090643	N2000meetnet_Grasland_BHM	6529158	1017	2018-06-26	2018-06-26	50.97400599	4.79590886
