survey	recording_givid	layer_code	layer_description	layer_cover
N2000meetnet_Grasland_BHM	IV2018030511543075	S	Struiklaag	2
N2000meetnet_Grasland_BHM	IV2018030511543075	STR	Strooisel	1
N2000meetnet_Grasland_BHM	IV2018030512111847	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2018030512111847	MO	Moslaag	5
N2000meetnet_Grasland_BHM	IV2018030512111847	NB	Naakte Bodem	1
N2000meetnet_Grasland_BHM	IV2018030513285216	K	Kruidlaag	98
N2000meetnet_Grasland_BHM	IV2018030513285216	MO	Moslaag	2
N2000meetnet_Grasland_BHM	IV2018030513285216	S	Struiklaag	10
N2000meetnet_Grasland_BHM	IV2018030513530737	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2018030513530737	MO	Moslaag	5
N2000meetnet_Grasland_BHM	IV2018030513530737	S	Struiklaag	10
N2000meetnet_Grasland_BHM	IV2018030514502970	K	Kruidlaag	90
N2000meetnet_Grasland_BHM	IV2018030514502970	MO	Moslaag	20
N2000meetnet_Grasland_BHM	IV2018030514502970	NB	Naakte Bodem	2
N2000meetnet_Grasland_BHM	IV2018030514594211	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2018030514594211	MO	Moslaag	10
N2000meetnet_Grasland_BHM	IV2018030610544440	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2018030610544440	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030613174547	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2018030613174547	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030614095561	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2018030614095561	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030614122464	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2018030614122464	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030711143521	K	Kruidlaag	98
N2000meetnet_Grasland_BHM	IV2018030711143521	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030711143521	NB	Naakte Bodem	1
N2000meetnet_Grasland_BHM	IV2018030711265492	K	Kruidlaag	98
N2000meetnet_Grasland_BHM	IV2018030711265492	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030711265492	STR	Strooisel	1
N2000meetnet_Grasland_BHM	IV2018030712002428	K	Kruidlaag	98
N2000meetnet_Grasland_BHM	IV2018030712002428	MO	Moslaag	3
N2000meetnet_Grasland_BHM	IV2018030712002428	NB	Naakte Bodem	3
N2000meetnet_Grasland_BHM	IV2018030712002428	S	Struiklaag	1
N2000meetnet_Grasland_BHM	IV2018030714024007	K	Kruidlaag	98
N2000meetnet_Grasland_BHM	IV2018030714024007	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030714024007	NB	Naakte Bodem	2
N2000meetnet_Grasland_BHM	IV2018030714233862	K	Kruidlaag	96
N2000meetnet_Grasland_BHM	IV2018030714233862	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030714233862	NB	Naakte Bodem	4
N2000meetnet_Grasland_BHM	IV2018030715412818	B	Boomlaag	1
N2000meetnet_Grasland_BHM	IV2018030715412818	K	Kruidlaag	90
N2000meetnet_Grasland_BHM	IV2018030715412818	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030715412818	NB	Naakte Bodem	4
N2000meetnet_Grasland_BHM	IV2018030715412818	S	Struiklaag	25
N2000meetnet_Grasland_BHM	IV2018030715412818	STR	Strooisel	6
N2000meetnet_Grasland_BHM	IV2018030715551163	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2018030715551163	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2018030715551163	NB	Naakte Bodem	10
N2000meetnet_Grasland_BHM	IV2018030715551163	STR	Strooisel	9
N2000meetnet_Moeras_BHM	IV2018030719161925	K	Kruidlaag	100
N2000meetnet_Moeras_BHM	IV2018030719161925	MO	Moslaag	10
N2000meetnet_Moeras_BHM	IV2018030719244841	K	Kruidlaag	100
N2000meetnet_Moeras_BHM	IV2018030719244841	MO	Moslaag	1
N2000meetnet_Moeras_BHM	IV2018030719311738	K	Kruidlaag	75
N2000meetnet_Moeras_BHM	IV2018030719311738	MO	Moslaag	20
N2000meetnet_Moeras_BHM	IV2018030719311738	STR	Strooisel	5
N2000meetnet_Moeras_BHM	IV2018030719484292	K	Kruidlaag	83
N2000meetnet_Moeras_BHM	IV2018030719484292	MO	Moslaag	15
N2000meetnet_Moeras_BHM	IV2018030719484292	STR	Strooisel	2
N2000meetnet_Moeras_BHM	IV2018031009120638	K	Kruidlaag	98
N2000meetnet_Moeras_BHM	IV2018031009120638	MO	Moslaag	5
N2000meetnet_Moeras_BHM	IV2018031009120638	S	Struiklaag	60
N2000meetnet_Moeras_BHM	IV2018031009120638	STR	Strooisel	3
N2000meetnet_Moeras_BHM	IV2018031009213148	K	Kruidlaag	98
N2000meetnet_Moeras_BHM	IV2018031009213148	STR	Strooisel	3
N2000meetnet_Moeras_BHM	IV2018031010111411	K	Kruidlaag	95
N2000meetnet_Moeras_BHM	IV2018031010111411	MO	Moslaag	3
N2000meetnet_Moeras_BHM	IV2018031010111411	NB	Naakte Bodem	2
N2000meetnet_Moeras_BHM	IV2018031010191687	K	Kruidlaag	98
N2000meetnet_Moeras_BHM	IV2018031010191687	MO	Moslaag	1
N2000meetnet_Moeras_BHM	IV2018031010191687	NB	Naakte Bodem	1
N2000meetnet_Moeras_BHM	IV2018031015311631	K	Kruidlaag	95
N2000meetnet_Moeras_BHM	IV2018031015311631	MO	Moslaag	5
N2000meetnet_Moeras_BHM	IV2018031015311631	S	Struiklaag	0-x-1
N2000meetnet_Moeras_BHM	IV2018031021192601	K	Kruidlaag	98
N2000meetnet_Moeras_BHM	IV2018031021192601	MO	Moslaag	2
N2000meetnet_Moeras_BHM	IV2018031108343898	K	Kruidlaag	100
N2000meetnet_Moeras_BHM	IV2018031108343898	MO	Moslaag	0-x-1
N2000meetnet_Moeras_BHM	IV2018031108343898	NB	Naakte Bodem	1
N2000meetnet_Moeras_BHM	IV2018031108343898	S	Struiklaag	40
N2000meetnet_Moeras_BHM	IV2018031109022283	K	Kruidlaag	95
N2000meetnet_Moeras_BHM	IV2018031109022283	MO	Moslaag	0-x-1
N2000meetnet_Moeras_BHM	IV2018031109022283	NB	Naakte Bodem	2
N2000meetnet_Moeras_BHM	IV2018031109022283	S	Struiklaag	20
N2000meetnet_Moeras_BHM	IV2018031112563585	K	Kruidlaag	100
N2000meetnet_Moeras_BHM	IV2018031112563585	MO	Moslaag	2
N2000meetnet_Moeras_BHM	IV2018031112563585	S	Struiklaag	3
N2000meetnet_Moeras_BHM	IV2018031113042338	K	Kruidlaag	100
N2000meetnet_Moeras_BHM	IV2018031113042338	MO	Moslaag	2
N2000meetnet_Moeras_BHM	IV2018031113221134	K	Kruidlaag	85
N2000meetnet_Moeras_BHM	IV2018031113221134	MO	Moslaag	15
N2000meetnet_Moeras_BHM	IV2018031113285776	K	Kruidlaag	80
N2000meetnet_Moeras_BHM	IV2018031113285776	MO	Moslaag	25
N2000meetnet_Grasland_BHM	IV2018082008574310	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2018082008574310	MO	Moslaag	20
Schelde-estuarium	IV2018082212442286	KH	Kruidlaag Hoog	35
Schelde-estuarium	IV2018082212442286	MO	Moslaag	0
Schelde-estuarium	IV2018082212442286	STR	Strooisel	40
Schelde-estuarium	IV2018082212442286	TOT	Bedekking Totaal	60
Schelde-estuarium	IV2018082213112843	KH	Kruidlaag Hoog	40
Schelde-estuarium	IV2018082213112843	MO	Moslaag	0
Schelde-estuarium	IV2018082213112843	STR	Strooisel	60
Schelde-estuarium	IV2018082213112843	TOT	Bedekking Totaal	80
Schelde-estuarium	IV2018082213173664	KH	Kruidlaag Hoog	35
Schelde-estuarium	IV2018082213173664	MO	Moslaag	0
Schelde-estuarium	IV2018082213173664	STR	Strooisel	70
Schelde-estuarium	IV2018082213173664	TOT	Bedekking Totaal	90
Schelde-estuarium	IV2018082213270175	KH	Kruidlaag Hoog	20
Schelde-estuarium	IV2018082213270175	MO	Moslaag	0
Schelde-estuarium	IV2018082213270175	STR	Strooisel	50
Schelde-estuarium	IV2018082213270175	TOT	Bedekking Totaal	70
N2000meetnet_Grasland_BHM	IV2018082407540429	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2018082407540429	MO	Moslaag	60
N2000meetnet_Grasland_BHM	IV2018082408442571	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2018082408442571	MO	Moslaag	60
Schelde-estuarium	IV2018111315350058	AL	Algenlaag	1
Schelde-estuarium	IV2018111315350058	KH	Kruidlaag Hoog	3
Schelde-estuarium	IV2018111315350058	STR	Strooisel	1
Schelde-estuarium	IV2018111315350058	TOT	Bedekking Totaal	3
Schelde-estuarium	IV2018111407581738	AL	Algenlaag	4
Schelde-estuarium	IV2018111407581738	KH	Kruidlaag Hoog	2
Schelde-estuarium	IV2018111407581738	TOT	Bedekking Totaal	4
Schelde-estuarium	IV2018111408043701	AL	Algenlaag	7
Schelde-estuarium	IV2018111408043701	KH	Kruidlaag Hoog	6
Schelde-estuarium	IV2018111408043701	TOT	Bedekking Totaal	13
Schelde-estuarium	IV2018111408053798	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111408072115	AL	Algenlaag	1
Schelde-estuarium	IV2018111408072115	STR	Strooisel	1
Schelde-estuarium	IV2018111408072115	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111408085978	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111408102356	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111410191109	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111410212460	AL	Algenlaag	2
Schelde-estuarium	IV2018111410212460	STR	Strooisel	1
Schelde-estuarium	IV2018111410212460	TOT	Bedekking Totaal	2
Schelde-estuarium	IV2018111410351858	AL	Algenlaag	30
Schelde-estuarium	IV2018111410351858	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2018111410351858	TOT	Bedekking Totaal	3
Schelde-estuarium	IV2018111410391515	AL	Algenlaag	17
Schelde-estuarium	IV2018111410391515	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2018111410391515	STR	Strooisel	1
Schelde-estuarium	IV2018111410391515	TOT	Bedekking Totaal	17
Schelde-estuarium	IV2018111410453707	STR	Strooisel	1
Schelde-estuarium	IV2018111410453707	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111410464587	STR	Strooisel	1
Schelde-estuarium	IV2018111410464587	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111410473093	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111410483464	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111410494430	STR	Strooisel	1
Schelde-estuarium	IV2018111410494430	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111410522409	STR	Strooisel	1
Schelde-estuarium	IV2018111410522409	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111410533071	STR	Strooisel	1
Schelde-estuarium	IV2018111410533071	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111410563269	AL	Algenlaag	20
Schelde-estuarium	IV2018111410563269	KH	Kruidlaag Hoog	2
Schelde-estuarium	IV2018111410563269	TOT	Bedekking Totaal	20
Schelde-estuarium	IV2018111410575670	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111411015962	AL	Algenlaag	60
Schelde-estuarium	IV2018111411015962	KH	Kruidlaag Hoog	5
Schelde-estuarium	IV2018111411015962	STR	Strooisel	1
Schelde-estuarium	IV2018111411015962	TOT	Bedekking Totaal	60
Schelde-estuarium	IV2018111411054143	AL	Algenlaag	2
Schelde-estuarium	IV2018111411054143	TOT	Bedekking Totaal	2
Schelde-estuarium	IV2018111411071751	AL	Algenlaag	40
Schelde-estuarium	IV2018111411071751	TOT	Bedekking Totaal	40
Schelde-estuarium	IV2018111411091469	AL	Algenlaag	25
Schelde-estuarium	IV2018111411091469	TOT	Bedekking Totaal	25
Schelde-estuarium	IV2018111612142267	STR	Strooisel	0
Schelde-estuarium	IV2018111612142267	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612163758	AL	Algenlaag	1
Schelde-estuarium	IV2018111612163758	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612202373	AL	Algenlaag	1
Schelde-estuarium	IV2018111612202373	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2018111612202373	STR	Strooisel	1
Schelde-estuarium	IV2018111612202373	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612220739	STR	Strooisel	1
Schelde-estuarium	IV2018111612220739	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612263723	STR	Strooisel	1
Schelde-estuarium	IV2018111612263723	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612285837	AL	Algenlaag	1
Schelde-estuarium	IV2018111612285837	STR	Strooisel	1
Schelde-estuarium	IV2018111612285837	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612320352	STR	Strooisel	1
Schelde-estuarium	IV2018111612320352	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612344164	STR	Strooisel	1
Schelde-estuarium	IV2018111612344164	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612362425	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111612411090	AL	Algenlaag	1
Schelde-estuarium	IV2018111612411090	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2018111612411090	STR	Strooisel	1
Schelde-estuarium	IV2018111612411090	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612424852	STR	Strooisel	1
Schelde-estuarium	IV2018111612424852	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612435812	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111612471081	AL	Algenlaag	1
Schelde-estuarium	IV2018111612471081	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612491051	STR	Strooisel	1
Schelde-estuarium	IV2018111612491051	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612503987	STR	Strooisel	1
Schelde-estuarium	IV2018111612503987	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612521800	STR	Strooisel	1
Schelde-estuarium	IV2018111612521800	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612542475	STR	Strooisel	1
Schelde-estuarium	IV2018111612542475	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612560807	STR	Strooisel	1
Schelde-estuarium	IV2018111612560807	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111612584267	AL	Algenlaag	1
Schelde-estuarium	IV2018111612584267	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111613015132	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111613044508	AL	Algenlaag	7
Schelde-estuarium	IV2018111613044508	KH	Kruidlaag Hoog	2
Schelde-estuarium	IV2018111613044508	TOT	Bedekking Totaal	9
Schelde-estuarium	IV2018111613055404	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111613073450	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111613092203	STR	Strooisel	1
Schelde-estuarium	IV2018111613092203	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111620275169	STR	Strooisel	1
Schelde-estuarium	IV2018111620275169	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111620292137	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620320139	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620340682	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620360077	STR	Strooisel	1
Schelde-estuarium	IV2018111620360077	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111620370956	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620381806	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620403688	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620421106	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620433542	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620460965	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2018111620460965	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111620481436	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620522922	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111620593201	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111621003005	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111621014439	STR	Strooisel	1
Schelde-estuarium	IV2018111621014439	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111621025610	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111621070692	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2018111621070692	TOT	Bedekking Totaal	1
Schelde-estuarium	IV2018111621083978	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111621121390	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111621133381	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111621142994	AL	Algenlaag	4
Schelde-estuarium	IV2018111621142994	KH	Kruidlaag Hoog	1
Schelde-estuarium	IV2018111621142994	TOT	Bedekking Totaal	5
Schelde-estuarium	IV2018111621175157	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111621191205	TOT	Bedekking Totaal	0
Schelde-estuarium	IV2018111621224026	AL	Algenlaag	1
Schelde-estuarium	IV2018111621224026	TOT	Bedekking Totaal	1
N2000meetnet_Grasland_BHM	IV2018121216433080	B	Boomlaag	5
N2000meetnet_Grasland_BHM	IV2018121216433080	K	Kruidlaag	90
N2000meetnet_Grasland_BHM	IV2018121216433080	MO	Moslaag	50
N2000meetnet_Grasland_BHM	IV2018121216433080	S	Struiklaag	30
N2000meetnet_Grasland_BHM	IV2018121216433080	STR	Strooisel	70
N2000meetnet_Grasland_BHM	IV2018121218533825	K	Kruidlaag	90
N2000meetnet_Grasland_BHM	IV2018121218533825	MO	Moslaag	50
N2000meetnet_Grasland_BHM	IV2018121218533825	STR	Strooisel	25
N2000meetnet_Grasland_BHM	IV2018121811574327	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2018121811574327	MO	Moslaag	30
N2000meetnet_Grasland_BHM	IV2018121811574327	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2018121811574327	STR	Strooisel	40
N2000meetnet_Grasland_BHM	IV2018121812191520	K	Kruidlaag	70
N2000meetnet_Grasland_BHM	IV2018121812191520	MO	Moslaag	30
N2000meetnet_Grasland_BHM	IV2018121812191520	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2018121812191520	STR	Strooisel	20
N2000meetnet_Grasland_BHM	IV2018121813400651	K	Kruidlaag	90
N2000meetnet_Grasland_BHM	IV2018121813400651	MO	Moslaag	60
N2000meetnet_Grasland_BHM	IV2018121813400651	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2018121814202946	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2018121814202946	MO	Moslaag	60
N2000meetnet_Grasland_BHM	IV2018121814202946	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2018121814434064	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2018121814434064	MO	Moslaag	20
N2000meetnet_Grasland_BHM	IV2018121814434064	NB	Naakte Bodem	10
N2000meetnet_Grasland_BHM	IV2018121814434064	STR	Strooisel	40
N2000meetnet_Grasland_BHM	IV2018121815031430	K	Kruidlaag	85
N2000meetnet_Grasland_BHM	IV2018121815031430	MO	Moslaag	20
N2000meetnet_Grasland_BHM	IV2018121815031430	NB	Naakte Bodem	10
N2000meetnet_Grasland_BHM	IV2018121815031430	STR	Strooisel	40
N2000meetnet_Grasland_BHM	IV2018121815134218	B	Boomlaag	1
N2000meetnet_Grasland_BHM	IV2018121815134218	K	Kruidlaag	30
N2000meetnet_Grasland_BHM	IV2018121815134218	MO	Moslaag	80
N2000meetnet_Grasland_BHM	IV2018121815134218	NB	Naakte Bodem	15
N2000meetnet_Grasland_BHM	IV2018121815460288	K	Kruidlaag	30
N2000meetnet_Grasland_BHM	IV2018121815460288	MO	Moslaag	80
N2000meetnet_Grasland_BHM	IV2018121815460288	NB	Naakte Bodem	15
N2000meetnet_Grasland_BHM	IV2018121815572118	K	Kruidlaag	90
N2000meetnet_Grasland_BHM	IV2018121815572118	MO	Moslaag	60
N2000meetnet_Grasland_BHM	IV2018121816195764	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2018121816195764	MO	Moslaag	70
N2000meetnet_Grasland_BHM	IV2018121816405213	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2018121816405213	MO	Moslaag	40
N2000meetnet_Grasland_BHM	IV2018121816405213	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2018121817031507	K	Kruidlaag	60
N2000meetnet_Grasland_BHM	IV2018121817031507	MO	Moslaag	80
N2000meetnet_Grasland_BHM	IV2018121817031507	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2018122009151922	K	Kruidlaag	60
N2000meetnet_Grasland_BHM	IV2018122009151922	MO	Moslaag	60
N2000meetnet_Grasland_BHM	IV2018122009151922	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2018122009151922	S	Struiklaag	10
N2000meetnet_Grasland_BHM	IV2018122009151922	STR	Strooisel	10
N2000meetnet_Grasland_BHM	IV2018122009392308	K	Kruidlaag	40
N2000meetnet_Grasland_BHM	IV2018122009392308	MO	Moslaag	70
N2000meetnet_Grasland_BHM	IV2018122009392308	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2018122009392308	STR	Strooisel	10
N2000meetnet_Grasland_BHM	IV2019010208003898	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2019010208003898	MO	Moslaag	30
N2000meetnet_Grasland_BHM	IV2019010208185391	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2019010208185391	MO	Moslaag	40
N2000meetnet_Grasland_BHM	IV2019010209232641	B	Boomlaag	1
N2000meetnet_Grasland_BHM	IV2019010209232641	K	Kruidlaag	90
N2000meetnet_Grasland_BHM	IV2019010209232641	MO	Moslaag	30
N2000meetnet_Grasland_BHM	IV2019010209232641	NB	Naakte Bodem	10
N2000meetnet_Grasland_BHM	IV2019010209450232	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2019010209450232	MO	Moslaag	30
N2000meetnet_Grasland_BHM	IV2019010209450232	NB	Naakte Bodem	20
N2000meetnet_Grasland_BHM	IV2019010215101106	K	Kruidlaag	99
N2000meetnet_Grasland_BHM	IV2019010215101106	MO	Moslaag	25
N2000meetnet_Grasland_BHM	IV2019010215472640	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2019010215472640	MO	Moslaag	10
N2000meetnet_Grasland_BHM	IV2019010216252659	K	Kruidlaag	40
N2000meetnet_Grasland_BHM	IV2019010216252659	MO	Moslaag	70
N2000meetnet_Grasland_BHM	IV2019010216405649	K	Kruidlaag	30
N2000meetnet_Grasland_BHM	IV2019010216405649	MO	Moslaag	80
N2000meetnet_Grasland_BHM	IV2019010218340961	K	Kruidlaag	60
N2000meetnet_Grasland_BHM	IV2019010218340961	MO	Moslaag	60
N2000meetnet_Grasland_BHM	IV2019010218475304	K	Kruidlaag	50
N2000meetnet_Grasland_BHM	IV2019010218475304	MO	Moslaag	60
N2000meetnet_Grasland_BHM	IV2019010218580676	K	Kruidlaag	60
N2000meetnet_Grasland_BHM	IV2019010218580676	MO	Moslaag	80
N2000meetnet_Grasland_BHM	IV2019010219091816	K	Kruidlaag	60
N2000meetnet_Grasland_BHM	IV2019010219091816	MO	Moslaag	70
N2000meetnet_Grasland_BHM	IV2019010219160277	K	Kruidlaag	50
N2000meetnet_Grasland_BHM	IV2019010219160277	MO	Moslaag	30
N2000meetnet_Grasland_BHM	IV2019010219160277	NB	Naakte Bodem	20
N2000meetnet_Grasland_BHM	IV2019010219295713	K	Kruidlaag	50
N2000meetnet_Grasland_BHM	IV2019010219295713	MO	Moslaag	30
N2000meetnet_Grasland_BHM	IV2019010219295713	NB	Naakte Bodem	20
N2000meetnet_Grasland_BHM	IV2019010306473673	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2019010306473673	MO	Moslaag	30
N2000meetnet_Grasland_BHM	IV2019010306473673	NB	Naakte Bodem	15
N2000meetnet_Grasland_BHM	IV2019010306500942	K	Kruidlaag	60
N2000meetnet_Grasland_BHM	IV2019010306500942	MO	Moslaag	20
N2000meetnet_Grasland_BHM	IV2019010306500942	NB	Naakte Bodem	30
N2000meetnet_Grasland_BHM	IV2019010307000537	K	Kruidlaag	70
N2000meetnet_Grasland_BHM	IV2019010307000537	MO	Moslaag	50
N2000meetnet_Grasland_BHM	IV2019010307000537	NB	Naakte Bodem	10
N2000meetnet_Grasland_BHM	IV2019010307000537	S	Struiklaag	2
N2000meetnet_Grasland_BHM	IV2019010307573190	K	Kruidlaag	70
N2000meetnet_Grasland_BHM	IV2019010307573190	MO	Moslaag	50
N2000meetnet_Grasland_BHM	IV2019010307573190	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2019010307573190	S	Struiklaag	2
N2000meetnet_Grasland_BHM	IV2019010308222329	B	Boomlaag	10
N2000meetnet_Grasland_BHM	IV2019010308222329	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2019010308222329	MO	Moslaag	40
N2000meetnet_Grasland_BHM	IV2019010308222329	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2019010308222329	S	Struiklaag	5
N2000meetnet_Grasland_BHM	IV2019010308412535	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2019010308412535	MO	Moslaag	50
N2000meetnet_Grasland_BHM	IV2019010308412535	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2019010309035047	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2019010309035047	MO	Moslaag	90
N2000meetnet_Grasland_BHM	IV2019010309225163	K	Kruidlaag	70
N2000meetnet_Grasland_BHM	IV2019010309225163	MO	Moslaag	90
N2000meetnet_Grasland_BHM	IV2019010309332746	K	Kruidlaag	70
N2000meetnet_Grasland_BHM	IV2019010309332746	MO	Moslaag	80
N2000meetnet_Grasland_BHM	IV2019010309483876	K	Kruidlaag	70
N2000meetnet_Grasland_BHM	IV2019010309483876	MO	Moslaag	90
N2000meetnet_Grasland_BHM	IV2019010311595752	K	Kruidlaag	75
N2000meetnet_Grasland_BHM	IV2019010311595752	MO	Moslaag	0
N2000meetnet_Grasland_BHM	IV2019010311595752	NB	Naakte Bodem	25
N2000meetnet_Grasland_BHM	IV2019010312172058	K	Kruidlaag	85
N2000meetnet_Grasland_BHM	IV2019010312172058	MO	Moslaag	0
N2000meetnet_Grasland_BHM	IV2019010312172058	NB	Naakte Bodem	15
N2000meetnet_Grasland_BHM	IV2019010312332852	K	Kruidlaag	75
N2000meetnet_Grasland_BHM	IV2019010312332852	MO	Moslaag	0
