"";"ID";"Criterium";"Indicator";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid"
"1269";"IV2019111309075445";"Structuur";"verticale structuur";"bedekking helofyten";"0.5";"Percentage";NA;"%"
"1270";"IV2019111309075445";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"5";"Percentage";NA;"%"
"1271";"IV2019111309075445";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1272";"IV2019111309075445";"Verstoring";"verzuring";"bedekking verzuring";"35";"Percentage";NA;"%"
"1273";"IV2019111413153709";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"15";"Percentage";NA;"%"
"1274";"IV2019111413153709";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1275";"IV2019111413153709";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"40";"Percentage";NA;"%"
"1276";"IV2019111413153709";"Verstoring";"verzuring";"bedekking verzuring";"20";"Percentage";NA;"%"
"1277";"IV2019111914245464";"Structuur";"verticale structuur";"bedekking helofyten";"75";"Percentage";NA;"%"
"1278";"IV2019111914245464";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"1279";"IV2019111914245464";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1280";"IV2019112914463370";"Structuur";"verticale structuur";"bedekking helofyten";"60";"Percentage";NA;"%"
"1281";"IV2019112914463370";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"2";"Percentage";NA;"%"
"1282";"IV2019112914463370";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1283";"IV2019112914463370";"Verstoring";"verzuring";"bedekking verzuring";"60";"Percentage";NA;"%"
"1284";"IV2019120515503067";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1285";"IV2019120515503067";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1286";"IV2019120515503067";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1287";"IV2020050408242536";"Structuur";"verticale structuur";"bedekking helofyten";"70";"Percentage";NA;"%"
"1288";"IV2020050408242536";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"25";"Percentage";NA;"%"
"1289";"IV2020050408242536";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"40";"Percentage";NA;"%"
"1290";"IV2020092215333351";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1291";"IV2020092215333351";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"7";"Percentage";NA;"%"
"1292";"IV2020092215333351";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"0.5";"Percentage";NA;"%"
"1293";"IV2020092215333351";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1294";"IV2020092215474759";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1295";"IV2020092215474759";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"2";"Percentage";NA;"%"
"1296";"IV2020092215474759";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"7";"Percentage";NA;"%"
"1297";"IV2020092215474759";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1298";"IV2020092215565805";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1299";"IV2020092215565805";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"1300";"IV2020092215565805";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"7";"Percentage";NA;"%"
"1301";"IV2020092216074114";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1302";"IV2020092216074114";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"1303";"IV2020092216074114";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"7";"Percentage";NA;"%"
"1304";"IV2020092915332513";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1305";"IV2020092915332513";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1306";"IV2020092915332513";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"1";"Percentage";NA;"%"
"1307";"IV2020092915332513";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1308";"IV2020092915410663";"Structuur";"verticale structuur";"bedekking helofyten";"1";"Percentage";NA;"%"
"1309";"IV2020092915410663";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1310";"IV2020092915410663";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1311";"IV2020092915410663";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1312";"IV2020100110560092";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"33";"Percentage";NA;"%"
"1313";"IV2020100110560092";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1314";"IV2020100110560092";"Verstoring";"verzuring";"bedekking verzuring";"3";"Percentage";NA;"%"
"1315";"IV2020100111171473";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1316";"IV2020100111171473";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"100";"Percentage";NA;"%"
"1317";"IV2020100111171473";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"20";"Percentage";NA;"%"
"1318";"IV2020100215212562";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"7";"Percentage";NA;"%"
"1319";"IV2020100215212562";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1320";"IV2020100215212562";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"20";"Percentage";NA;"%"
"1321";"IV2020100215212562";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1322";"IV2020100215294974";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1323";"IV2020100215294974";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"7";"Percentage";NA;"%"
"1324";"IV2020100215294974";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1325";"IV2020100215294974";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1326";"IV2020100611283895";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"2";"Percentage";NA;"%"
"1327";"IV2020100611283895";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1328";"IV2020100611283895";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"0";"Percentage";NA;"%"
"1329";"IV2020100611283895";"Verstoring";"verzuring";"bedekking verzuring";"0";"Percentage";NA;"%"
"1330";"IV2020100611450996";"Structuur";"verticale structuur";"bedekking helofyten";"5";"Percentage";NA;"%"
"1331";"IV2020100611450996";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"25";"Percentage";NA;"%"
"1332";"IV2020100611450996";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1333";"IV2020100710090942";"Structuur";"verticale structuur";"bedekking helofyten";"95";"Percentage";NA;"%"
"1334";"IV2020100710090942";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1335";"IV2020100710090942";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1336";"IV2020100710090942";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1337";"IV2020100710152417";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"20";"Percentage";NA;"%"
"1338";"IV2020100710152417";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1339";"IV2020100710152417";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1340";"IV2020101917263372";"Structuur";"verticale structuur";"bedekking helofyten";"1";"Percentage";NA;"%"
"1341";"IV2020101917263372";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1342";"IV2020101917263372";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"2";"Percentage";NA;"%"
"1343";"IV2020101917263372";"Verstoring";"verzuring";"bedekking verzuring";"0.5";"Percentage";NA;"%"
"1344";"IV2020101917311734";"Structuur";"verticale structuur";"bedekking helofyten";"1";"Percentage";NA;"%"
"1345";"IV2020101917311734";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1346";"IV2020101917311734";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"2";"Percentage";NA;"%"
"1347";"IV2020102007454335";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"5";"Percentage";NA;"%"
"1348";"IV2020102007454335";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1349";"IV2020102007454335";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"0";"Percentage";NA;"%"
"1350";"IV2020102007454335";"Verstoring";"verzuring";"bedekking verzuring";"0";"Percentage";NA;"%"
"1351";"IV2020102007502215";"Structuur";"verticale structuur";"bedekking helofyten";"45";"Percentage";NA;"%"
"1352";"IV2020102007502215";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"5";"Percentage";NA;"%"
"1353";"IV2020102007502215";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1354";"IV2020102007565094";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"1355";"IV2020102007565094";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1356";"IV2020102007565094";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1357";"IV2021012015494957";"Structuur";"verticale structuur";"bedekking helofyten";"15";"Percentage";NA;"%"
"1358";"IV2021012015494957";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1359";"IV2021012015494957";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1360";"IV2021012108263313";"Structuur";"verticale structuur";"bedekking helofyten";"2";"Percentage";NA;"%"
"1361";"IV2021012108263313";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"80";"Percentage";NA;"%"
"1362";"IV2021012108263313";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1363";"IV2021012108361395";"Structuur";"verticale structuur";"bedekking helofyten";"15";"Percentage";NA;"%"
"1364";"IV2021012108361395";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"1365";"IV2021012108361395";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1366";"IV2021012109195068";"Structuur";"verticale structuur";"bedekking helofyten";"15";"Percentage";NA;"%"
"1367";"IV2021012109195068";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1368";"IV2021012109195068";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1369";"IV2021012109232895";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"1370";"IV2021012109232895";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1371";"IV2021012109232895";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"70";"Percentage";NA;"%"
"1372";"IV2021012109315303";"Structuur";"verticale structuur";"bedekking helofyten";"35";"Percentage";NA;"%"
"1373";"IV2021012109315303";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1374";"IV2021012109315303";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1375";"IV2021012109360592";"Structuur";"verticale structuur";"bedekking helofyten";"30";"Percentage";NA;"%"
"1376";"IV2021012109360592";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1377";"IV2021012109360592";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1378";"IV2021012109393203";"Structuur";"verticale structuur";"bedekking helofyten";"25";"Percentage";NA;"%"
"1379";"IV2021012109393203";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1380";"IV2021012109393203";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1381";"IV2021012109435359";"Structuur";"verticale structuur";"bedekking helofyten";"30";"Percentage";NA;"%"
"1382";"IV2021012109435359";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1383";"IV2021012109435359";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1384";"IV2021012109480309";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"1385";"IV2021012109480309";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0";"Percentage";NA;"%"
"1386";"IV2021012109480309";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1387";"IV2021012109560765";"Structuur";"verticale structuur";"bedekking helofyten";"25";"Percentage";NA;"%"
"1388";"IV2021012109560765";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"5";"Percentage";NA;"%"
"1389";"IV2021012109560765";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1390";"IV2021012110001562";"Structuur";"verticale structuur";"bedekking helofyten";"2";"Percentage";NA;"%"
"1391";"IV2021012110001562";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1392";"IV2021012110001562";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1393";"IV2021012110042409";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1394";"IV2021012110042409";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"3";"Percentage";NA;"%"
"1395";"IV2021012110042409";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"1";"Percentage";NA;"%"
"1396";"IV2021012110124411";"Structuur";"verticale structuur";"bedekking helofyten";"3";"Percentage";NA;"%"
"1397";"IV2021012110124411";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"25";"Percentage";NA;"%"
"1398";"IV2021012110124411";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1399";"IV2021012110182559";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1400";"IV2021012110182559";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"1401";"IV2021012110182559";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"20";"Percentage";NA;"%"
"1402";"IV2021012110252804";"Structuur";"verticale structuur";"bedekking helofyten";"3";"Percentage";NA;"%"
"1403";"IV2021012110252804";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"1";"Percentage";NA;"%"
"1404";"IV2021012110252804";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1405";"IV2021012110314355";"Structuur";"verticale structuur";"bedekking helofyten";"15";"Percentage";NA;"%"
"1406";"IV2021012110314355";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"5";"Percentage";NA;"%"
"1407";"IV2021012110314355";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1408";"IV2021012110344274";"Structuur";"verticale structuur";"bedekking helofyten";"20";"Percentage";NA;"%"
"1409";"IV2021012110344274";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1410";"IV2021012110344274";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1411";"IV2021012110391842";"Structuur";"verticale structuur";"bedekking helofyten";"25";"Percentage";NA;"%"
"1412";"IV2021012110391842";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1413";"IV2021012110391842";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1414";"IV2021012110431747";"Structuur";"verticale structuur";"bedekking helofyten";"25";"Percentage";NA;"%"
"1415";"IV2021012110431747";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"50";"Percentage";NA;"%"
"1416";"IV2021012110431747";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1417";"IV2021012110522889";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"1418";"IV2021012110522889";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"25";"Percentage";NA;"%"
"1419";"IV2021012110522889";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1420";"IV2021012110562812";"Structuur";"verticale structuur";"bedekking helofyten";"7";"Percentage";NA;"%"
"1421";"IV2021012110562812";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"0.5";"Percentage";NA;"%"
"1422";"IV2021012110562812";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1423";"IV2021012111133577";"Structuur";"verticale structuur";"bedekking helofyten";"99";"Percentage";NA;"%"
"1424";"IV2021012111133577";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"4";"Percentage";NA;"%"
"1425";"IV2021012111133577";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0.5";"Percentage";NA;"%"
"1426";"IV2021012111164782";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"1427";"IV2021012111164782";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"20";"Percentage";NA;"%"
"1428";"IV2021012111164782";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1429";"IV2021012111201466";"Structuur";"verticale structuur";"bedekking helofyten";"90";"Percentage";NA;"%"
"1430";"IV2021012111201466";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"20";"Percentage";NA;"%"
"1431";"IV2021012111201466";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1432";"IV2021012509411883";"Structuur";"verticale structuur";"bedekking helofyten";"10";"Percentage";NA;"%"
"1433";"IV2021012509411883";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"10";"Percentage";NA;"%"
"1434";"IV2021012509411883";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"10";"Percentage";NA;"%"
"1435";"IV2021012609022545";"Structuur";"verticale structuur";"bedekking helofyten";"5";"Percentage";NA;"%"
"1436";"IV2021012609022545";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"30";"Percentage";NA;"%"
"1437";"IV2021012609022545";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"0";"Percentage";NA;"%"
"1438";"IV2021012609062577";"Structuur";"verticale structuur";"bedekking helofyten";"1";"Percentage";NA;"%"
