survey	recording_givid	user_reference	value_code	value	comment
HT31xx_Plassen	IV2018022713030189	LI_ABH_011_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022713094106	LI_ABH_011_05_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018022713162653	LI_ABH_011_06_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022713230669	LI_ABH_011_07_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022713535095	AN_LAN_004_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022714012927	AN_LAN_004_01_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022714061204	AN_LAN_004_02_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022714170220	AN_LAN_004_03_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022714245484	AN_LAN_004_04_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022715390715	AN_LAN_004_05_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022715451455	AN_LAN_004_06_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022715520774	AN_LAN_004_07_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022716014157	AN_LAN_004_08_2015	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2018022716311459	AN_KAS_002_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022716355503	AN_KAS_002_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022716522368	AN_KAS_002_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022717033998	AN_KAS_002_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022717111420	AN_KAS_002_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022807152484	LI_ABH_011_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022807290902	OV_STB_002_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022807471313	OV_STB_002_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022808000208	AN_RAV_002_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022808115644	AN_KSV_002_GH_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022808192220	AN_KSV_005_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022808283147	AN_KSV_004_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022808380131	LI_TOM_002_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022808440555	LI_TOM_002_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022808530677	VB_VDB_001_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022808561819	AN_TIE_002_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022809110643	AN_TIE_002_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022809172113	AN_MOE_001_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022809230402	AN_MOE_001_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022811012850	AN_KAL_006_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018022811445956	LI_VZB_001_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022816374572	AN_ZEG_003_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022816423259	AN_ZEG_003_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022816493807	AN_ZEG_003_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022817050407	AN_ZEG_003_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018022817424074	AN_ZEG_003_04_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018022817562737	AN_ZEG_003_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030107523816	VB_VOR_002_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030108093775	VB_VOR_003_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030108203323	VB_KBL_001_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030108265950	VB_KBL_002_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030108383376	VB_KBL_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030108534513	VB_KBL_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030109245054	LI_PIJ_001_3160_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030109342549	AN_KDN_001_3130a_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030109571495	WV_BUL_002_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030110052976	WV_BBV_001_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030110125920	WV_BBV_002_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030110195394	WV_BBV_002_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030110233140	WV_BBV_003_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030111095449	LI_MLV_026_3130a_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030111155389	LI_MLV_026_3130n_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030115153464	LI_OPH_006_3160_16	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030207213788	LI_PIJ_001_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030207260186	LI_PIJ_001_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030207311159	LI_PIJ_001_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030207375964	LI_PIJ_001_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030207435019	LI_PIJ_001_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030207485478	LI_PIJ_001_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030207524381	LI_PIJ_001_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030208093775	LI_TOM_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030208130740	LI_TOM_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030208224229	LI_TOM_001_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030208294109	AN_ZEG_003_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030208414313	WV_LEI_003_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030208545378	WV_LEI_003_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030209050736	WV_LEI_003_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030211313028	AN_LDL_001_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030212231342	AN_KDN_003_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030212292254	AN_KDN_003_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030212555533	AN_KDN_003_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030213151534	AN_KDN_003_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030213254019	AN_KDN_003_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030213312977	AN_KDN_003_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030214373137	AN_RAV_002_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030214462610	AN_RAV_002_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030214493877	AN_RAV_002_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030214532591	AN_RAV_002_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030214584736	AN_RAV_002_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030215060834	AN_RAV_002_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030215141651	AN_RAV_002_06_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030607315791	AN_KDN_003_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018030607421066	AN_KDN_003_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030814515037	AN_KAS_003_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030815114130	AN_KAS_003_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030815144252	AN_KAS_003_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030908153416	AN_RET_001_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030908324606	AN_RET_001_01_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030908522617	AN_RET_001_02_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030908573066	AN_RET_001_03_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030909070333	AN_RET_001_04_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030909212268	AN_RET_001_05_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030909321619	AN_RET_001_06_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030909362733	AN_RET_001_07_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030909400829	AN_RET_001_08_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030909493591	AN_RET_001_09_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030909590811	AN_RET_001_10_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030910101266	AN_RET_001_11_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030910164457	AN_RET_001_12_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030910213447	AN_RET_001_13_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030910273363	AN_RET_001_14_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030910303870	AN_RET_001_15_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030912104591	AN_ZEG_001_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030912144930	AN_ZEG_001_01_2015	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018030912335033	AN_ZEG_001_02_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030912413646	AN_ZEG_001_03_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018030912543906	AN_ZEG_001_04_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031413485055	LI_MLV_010_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031413581745	LI_MLV_010_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031416231172	AN_TVG_001_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031416282148	AN_TVG_001_01_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031416355213	AN_TVG_001_02_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031417170483	AN_TVG_001_03_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031417275380	AN_TVG_001_04_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031417333849	AN_TVG_001_05_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031417414206	AN_TVG_001_06_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031417575502	AN_TVG_001_07_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031508033935	LI_MLV_010_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031508105065	LI_MLV_010_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031508190209	LI_MLV_010_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031508282247	LI_MLV_010_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031508344135	LI_MLV_010_06_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031508440313	LI_MLV_010_07_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018031512094752	AN_GSV_005_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031512204375	AN_RVS_002_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031514570517	AN_RVS_002_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031515035003	AN_RVS_002_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031515090814	AN_RVS_002_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031606471035	AN_DVH_007_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031606514665	AN_DVH_007_02_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018031606591197	AN_DVH_007_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031607260614	LI_MLV_016_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031607292512	LI_MLV_016_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031609272577	LI_MLV_016_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031609321654	LI_MLV_016_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031609383552	LI_MLV_016_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031609430165	LI_MLV_016_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031609523661	LI_MLV_016_06_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031609582187	LI_MLV_016_07_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018031610040302	LI_MLV_016_08_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031610161298	LI_MLV_016_09_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031610213839	LI_MLV_016_10_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018031610325039	LI_MLV_016_11_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018031610420085	LI_MLV_016_12_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018031610514541	LI_MLV_016_13_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018031611034923	AN_DVH_007_3130n_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018031612035132	LI_ZUT_001_3140_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018031612111040	LI_ZUT_001_3130a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031612195264	LI_ZUT_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031612260922	LI_ZUT_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031612501829	LI_ZUT_001_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031612580271	LI_ZUT_001_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031614302959	LI_ZUT_001_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031614510082	LI_ZUT_001_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031615014430	LI_ZUT_001_06_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031615134276	LI_ZUT_001_07_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018031615342130	LI_ZUT_001_08_2017	RelLo	Betrouwbaarheid opname: laag	NA
HT31xx_Plassen	IV2018031615580723	AN_MOE_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031616011788	AN_MOE_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018031616083631	AN_MOE_001_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018032711520867	LI_MUN_002_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018032711571497	LI_MUN_002_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018032712024017	LI_MUN_002_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018032712160218	LI_MUN_002_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018032712284742	LI_MUN_002_04_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018032712345731	LI_MUN_002_05_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018032713012263	AN_TIE_002_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018032713043684	AN_TIE_002_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018032713094660	AN_TIE_002_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018040907071735	AN_KSV_005_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018040907130554	AN_KSV_005_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041308421153	VB_VIE_005_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041309030586	VB_VIE_005_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041309221791	VB_VIE_005_02_2017	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018041309363173	VB_VIE_006_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041309413566	VB_VIE_006_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041309532793	VB_VIE_006_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041310183371	AN_SPB_001_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041310220871	AN_SPB_001_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041310345549	AN_SPB_001_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041310430095	AN_SPB_001_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041313280377	AN_SNE_007_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041313470286	AN_SNE_007_01_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041313513492	AN_SNE_007_02_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018041314013985	AN_SNE_007_03_2017	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042008153976	LI_OPH_005_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042008191675	LI_OPH_005_01_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042008480220	LI_OPH_005_02_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042008522264	LI_OPH_005_03_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042009092105	LI_OPH_005_04_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042009162039	LI_OPH_005_05_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042009221619	LI_OPH_005_06_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042009290159	LI_OPH_005_07_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042009345079	LI_OPH_005_08_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042009401069	LI_OPH_005_09_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042009483110	LI_OPH_005_10_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042009595765	LI_OPH_005_11_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042010142193	LI_OPH_005_12_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042010193370	LI_OPH_005_13_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042010255240	LI_OPH_005_14_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018042010354396	LI_OPH_005_15_2016	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018060114170602	AN_DES_003_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018060114241692	AN_DES_003_01_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018060114494875	AN_DES_003_02_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018060114563198	AN_DES_003_03_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018060115024556	AN_DES_003_04_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018060115072326	AN_DES_003_05_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018060115215243	AN_DES_003_06_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018060115264657	AN_DES_003_07_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018060115321279	AN_DES_003_08_2015	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018061413592139	AN_KOO_002_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018061414035004	AN_KOO_002_01_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018062113550323	AN_KOO_002_02_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018062114032851	AN_KOO_002_03_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018062114105520	AN_KOO_002_04_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018062114184705	AN_KOO_002_05_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018062114435963	AN_KOO_002_06_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018062114512121	AN_KOO_002_07_2018	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018071007271612	LI_VZB_005_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018071007324936	LI_VZB_005_01_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018071007422449	LI_VZB_005_02_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2018071007531495	LI_VZB_005_03_2018	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2018071008034463	LI_VZB_005_04_2018	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018082008201439	LI_TEU_005_3160_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018082010271159	AN_BAS_001_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018082011540115	WV_DAM_001_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2018082012290419	AN_STB_001_3150_17	RelHi	Betrouwbaarheid opname: hoog	NA
