"";"survey";"recording_givid";"user_reference";"var_code";"var";"value";"value_description";"value_numeric";"is_below_LOQ";"is_above_LOQ";"is_numeric";"unit"
"1825";"HT31xx_LSVI_StilstaandeWateren";"IV2019110514561774";"LI_TEU_007_3160_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1826";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515035863";"LI_VOB_002_3130a_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1827";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515035863";"LI_VOB_002_3130a_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1828";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515035863";"LI_VOB_002_3130a_19";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"1829";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515035863";"LI_VOB_002_3130a_19";"boom";"boom";"2xho";"< 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"1830";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515035863";"LI_VOB_002_3130a_19";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1831";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515035863";"LI_VOB_002_3130a_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1832";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515092969";"LI_VOB_002_3160_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1833";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515092969";"LI_VOB_002_3160_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1834";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515092969";"LI_VOB_002_3160_19";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"1835";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515092969";"LI_VOB_002_3160_19";"7140o";"rechtstreeks contact 7140_oli (3160)";"nee";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"1836";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515092969";"LI_VOB_002_3160_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1837";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515122209";"LI_VZB_004_3160_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1838";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515122209";"LI_VZB_004_3160_19";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"1839";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515122209";"LI_VZB_004_3160_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1840";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515122209";"LI_VZB_004_3160_19";"7140o";"rechtstreeks contact 7140_oli (3160)";"ja";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"1841";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515122209";"LI_VZB_004_3160_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1842";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515255900";"LI_VZB_006_3160_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1843";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515255900";"LI_VZB_006_3160_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1844";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515255900";"LI_VZB_006_3160_19";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"1845";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515255900";"LI_VZB_006_3160_19";"7140o";"rechtstreeks contact 7140_oli (3160)";"nee";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"1846";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515255900";"LI_VZB_006_3160_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1847";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515295694";"OV_DON_002_3150_19";"diept";"diepteklasse";"2-4m";">= 2m - < 4m";NA;FALSE;FALSE;FALSE;"class"
"1848";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515295694";"OV_DON_002_3150_19";"helde";"helderheid";"fytog";"Gekleurd door fytoplankton - groen";NA;FALSE;FALSE;FALSE;"class"
"1849";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515295694";"OV_DON_002_3150_19";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1850";"HT31xx_LSVI_StilstaandeWateren";"IV2019110515295694";"OV_DON_002_3150_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1851";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308021358";"VB_VIE_001_3150_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1852";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308021358";"VB_VIE_001_3150_19";"helde";"helderheid";"trsub";"Troebel door substraat";NA;FALSE;FALSE;FALSE;"class"
"1853";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308021358";"VB_VIE_001_3150_19";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1854";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308021358";"VB_VIE_001_3150_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1855";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308060987";"VB_VIE_002_gh_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1856";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308060987";"VB_VIE_002_gh_19";"helde";"helderheid";"trsub";"Troebel door substraat";NA;FALSE;FALSE;FALSE;"class"
"1857";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308060987";"VB_VIE_002_gh_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1858";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308091798";"VB_VIE_003_3150_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1859";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308091798";"VB_VIE_003_3150_19";"helde";"helderheid";"trsub";"Troebel door substraat";NA;FALSE;FALSE;FALSE;"class"
"1860";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308091798";"VB_VIE_003_3150_19";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1861";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308091798";"VB_VIE_003_3150_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1862";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308155779";"VB_VIE_007_3150_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1863";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308155779";"VB_VIE_007_3150_19";"helde";"helderheid";"trsub";"Troebel door substraat";NA;FALSE;FALSE;FALSE;"class"
"1864";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308155779";"VB_VIE_007_3150_19";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1865";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308155779";"VB_VIE_007_3150_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1866";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308214272";"VB_VIE_008_3150_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1867";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308214272";"VB_VIE_008_3150_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1868";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308214272";"VB_VIE_008_3150_19";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1869";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308214272";"VB_VIE_008_3150_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1870";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308261548";"AN_ZEG_001_3150_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1871";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308261548";"AN_ZEG_001_3150_19";"helde";"helderheid";"trsub";"Troebel door substraat";NA;FALSE;FALSE;FALSE;"class"
"1872";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308261548";"AN_ZEG_001_3150_19";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1873";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308261548";"AN_ZEG_001_3150_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1874";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308423568";"AN_HGA_004_3130a_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1875";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308423568";"AN_HGA_004_3130a_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1876";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308423568";"AN_HGA_004_3130a_19";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"1877";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308423568";"AN_HGA_004_3130a_19";"boom";"boom";"2xho";"< 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"1878";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308423568";"AN_HGA_004_3130a_19";"horst";"horizontalestructuur";"10m2";"> 1m& - < 10m²";NA;FALSE;FALSE;FALSE;"class"
"1879";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308423568";"AN_HGA_004_3130a_19";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"1880";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308550924";"AN_HGA_005_3130a_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1881";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308550924";"AN_HGA_005_3130a_19";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"1882";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308550924";"AN_HGA_005_3130a_19";"boom";"boom";"m2xho";">= 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"1883";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308550924";"AN_HGA_005_3130a_19";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1884";"HT31xx_LSVI_StilstaandeWateren";"IV2019111308550924";"AN_HGA_005_3130a_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1885";"HT31xx_LSVI_StilstaandeWateren";"IV2019111309075445";"WV_POB_001_3130a_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1886";"HT31xx_LSVI_StilstaandeWateren";"IV2019111309075445";"WV_POB_001_3130a_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1887";"HT31xx_LSVI_StilstaandeWateren";"IV2019111309075445";"WV_POB_001_3130a_19";"boom";"boom";"m2xho";">= 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"1888";"HT31xx_LSVI_StilstaandeWateren";"IV2019111309075445";"WV_POB_001_3130a_19";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1889";"HT31xx_LSVI_StilstaandeWateren";"IV2019111309075445";"WV_POB_001_3130a_19";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1890";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413153709";"AN_TIE_005_3130n_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1891";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413153709";"AN_TIE_005_3130n_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1892";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413153709";"AN_TIE_005_3130n_19";"helde";"helderheid";"trsub";"Troebel door substraat";NA;FALSE;FALSE;FALSE;"class"
"1893";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413153709";"AN_TIE_005_3130n_19";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1894";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413153709";"AN_TIE_005_3130n_19";"peil";"peil";"droog";"Droogstaand (groot deel)";NA;FALSE;FALSE;FALSE;"class"
"1895";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413193303";"AN_TIE_005_3150_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1896";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413193303";"AN_TIE_005_3150_19";"helde";"helderheid";"trsub";"Troebel door substraat";NA;FALSE;FALSE;FALSE;"class"
"1897";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413193303";"AN_TIE_005_3150_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1898";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413193303";"AN_TIE_005_3150_19";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1899";"HT31xx_LSVI_StilstaandeWateren";"IV2019111413193303";"AN_TIE_005_3150_19";"peil";"peil";"droog";"Droogstaand (groot deel)";NA;FALSE;FALSE;FALSE;"class"
"1900";"HT31xx_LSVI_StilstaandeWateren";"IV2019111913514255";"AN_VVM_001_3160_16";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1901";"HT31xx_LSVI_StilstaandeWateren";"IV2019111913514255";"AN_VVM_001_3160_16";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"1902";"HT31xx_LSVI_StilstaandeWateren";"IV2019111913514255";"AN_VVM_001_3160_16";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1903";"HT31xx_LSVI_StilstaandeWateren";"IV2019111913514255";"AN_VVM_001_3160_16";"7140o";"rechtstreeks contact 7140_oli (3160)";"nee";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"1904";"HT31xx_LSVI_StilstaandeWateren";"IV2019111913514255";"AN_VVM_001_3160_16";"peil";"peil";"droog";"Droogstaand (groot deel)";NA;FALSE;FALSE;FALSE;"class"
"1905";"HT31xx_LSVI_StilstaandeWateren";"IV2019111914245464";"LI_DKV_002_3140_18";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1906";"HT31xx_LSVI_StilstaandeWateren";"IV2019111914245464";"LI_DKV_002_3140_18";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1907";"HT31xx_LSVI_StilstaandeWateren";"IV2019111914245464";"LI_DKV_002_3140_18";"chara";"chara";"51ss";"> 50% bestaat uit sleutelsoorten";NA;FALSE;FALSE;FALSE;"class"
"1908";"HT31xx_LSVI_StilstaandeWateren";"IV2019111914245464";"LI_DKV_002_3140_18";"horst";"horizontalestructuur";"10m2";"> 1m& - < 10m²";NA;FALSE;FALSE;FALSE;"class"
"1909";"HT31xx_LSVI_StilstaandeWateren";"IV2019111914245464";"LI_DKV_002_3140_18";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1910";"HT31xx_LSVI_StilstaandeWateren";"IV2019112914463370";"AN_TIE_007_3130a_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1911";"HT31xx_LSVI_StilstaandeWateren";"IV2019112914463370";"AN_TIE_007_3130a_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1912";"HT31xx_LSVI_StilstaandeWateren";"IV2019112914463370";"AN_TIE_007_3130a_19";"boom";"boom";"2xho";"< 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"1913";"HT31xx_LSVI_StilstaandeWateren";"IV2019112914463370";"AN_TIE_007_3130a_19";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1914";"HT31xx_LSVI_StilstaandeWateren";"IV2019112914463370";"AN_TIE_007_3130a_19";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"1915";"HT31xx_LSVI_StilstaandeWateren";"IV2019120515503067";"AN_TVG_005_3160_18";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1916";"HT31xx_LSVI_StilstaandeWateren";"IV2019120515503067";"AN_TVG_005_3160_18";"helde";"helderheid";"humuz";"Gekleurd door humuszuren";NA;FALSE;FALSE;FALSE;"class"
"1917";"HT31xx_LSVI_StilstaandeWateren";"IV2019120515503067";"AN_TVG_005_3160_18";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1918";"HT31xx_LSVI_StilstaandeWateren";"IV2019120515503067";"AN_TVG_005_3160_18";"7140o";"rechtstreeks contact 7140_oli (3160)";"nee";"rechtstreeks contact 7140_oli (3160)";NA;FALSE;FALSE;FALSE;"class"
"1919";"HT31xx_LSVI_StilstaandeWateren";"IV2019120515503067";"AN_TVG_005_3160_18";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1920";"HT31xx_LSVI_StilstaandeWateren";"IV2020040813400970";"LI_MLV_013_3130a_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1921";"HT31xx_LSVI_StilstaandeWateren";"IV2020040813400970";"LI_MLV_013_3130a_19";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1922";"HT31xx_LSVI_StilstaandeWateren";"IV2020040813400970";"LI_MLV_013_3130a_19";"boom";"boom";"m2xho";">= 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"1923";"HT31xx_LSVI_StilstaandeWateren";"IV2020040813400970";"LI_MLV_013_3130a_19";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1924";"HT31xx_LSVI_StilstaandeWateren";"IV2020040813400970";"LI_MLV_013_3130a_19";"peil";"peil";"droog";"Droogstaand (groot deel)";NA;FALSE;FALSE;FALSE;"class"
"1925";"HT31xx_LSVI_StilstaandeWateren";"IV2020050408242536";"VB_VOR_004_3140_19";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1926";"HT31xx_LSVI_StilstaandeWateren";"IV2020050408242536";"VB_VOR_004_3140_19";"helde";"helderheid";"trsub";"Troebel door substraat";NA;FALSE;FALSE;FALSE;"class"
"1927";"HT31xx_LSVI_StilstaandeWateren";"IV2020050408242536";"VB_VOR_004_3140_19";"chara";"chara";"51ss";"> 50% bestaat uit sleutelsoorten";NA;FALSE;FALSE;FALSE;"class"
"1928";"HT31xx_LSVI_StilstaandeWateren";"IV2020050408242536";"VB_VOR_004_3140_19";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1929";"HT31xx_LSVI_StilstaandeWateren";"IV2020050408242536";"VB_VOR_004_3140_19";"peil";"peil";"ulaag";"Uitzonderlijk laag";NA;FALSE;FALSE;FALSE;"class"
"1930";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215333351";"AN_DIE_002_3130n_20";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1931";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215333351";"AN_DIE_002_3130n_20";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1932";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215333351";"AN_DIE_002_3130n_20";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1933";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215333351";"AN_DIE_002_3130n_20";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1934";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215474759";"AN_DIE_002_3130a_20";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1935";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215474759";"AN_DIE_002_3130a_20";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1936";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215474759";"AN_DIE_002_3130a_20";"boom";"boom";"booev";"bomen tot op de oever";NA;FALSE;FALSE;FALSE;"class"
"1937";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215474759";"AN_DIE_002_3130a_20";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1938";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215474759";"AN_DIE_002_3130a_20";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1939";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215565805";"AN_DIE_002_3140_20";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1940";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215565805";"AN_DIE_002_3140_20";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1941";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215565805";"AN_DIE_002_3140_20";"chara";"chara";"51ss";"> 50% bestaat uit sleutelsoorten";NA;FALSE;FALSE;FALSE;"class"
"1942";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215565805";"AN_DIE_002_3140_20";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1943";"HT31xx_LSVI_StilstaandeWateren";"IV2020092215565805";"AN_DIE_002_3140_20";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1944";"HT31xx_LSVI_StilstaandeWateren";"IV2020092216074114";"AN_DIE_002_3150_20";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1945";"HT31xx_LSVI_StilstaandeWateren";"IV2020092216074114";"AN_DIE_002_3150_20";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1946";"HT31xx_LSVI_StilstaandeWateren";"IV2020092216074114";"AN_DIE_002_3150_20";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1947";"HT31xx_LSVI_StilstaandeWateren";"IV2020092216074114";"AN_DIE_002_3150_20";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1948";"HT31xx_LSVI_StilstaandeWateren";"IV2020092413475745";"AN_BLO_001_GH_20";"diept";"diepteklasse";"6m";">= 6m";NA;FALSE;FALSE;FALSE;"class"
"1949";"HT31xx_LSVI_StilstaandeWateren";"IV2020092413475745";"AN_BLO_001_GH_20";"helde";"helderheid";"gboz";"Vrij helder, geen bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1950";"HT31xx_LSVI_StilstaandeWateren";"IV2020092413475745";"AN_BLO_001_GH_20";"chara";"chara";"49ss";"< 50% bestaat uit sleutelsoorten";NA;FALSE;FALSE;FALSE;"class"
"1951";"HT31xx_LSVI_StilstaandeWateren";"IV2020092413475745";"AN_BLO_001_GH_20";"horst";"horizontalestructuur";"1m2";"<= 1m²";NA;FALSE;FALSE;FALSE;"class"
"1952";"HT31xx_LSVI_StilstaandeWateren";"IV2020092413475745";"AN_BLO_001_GH_20";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1953";"HT31xx_LSVI_StilstaandeWateren";"IV2020092915332513";"LI_RDP_001_3130n_20";"diept";"diepteklasse";"6m";">= 6m";NA;FALSE;FALSE;FALSE;"class"
"1954";"HT31xx_LSVI_StilstaandeWateren";"IV2020092915332513";"LI_RDP_001_3130n_20";"helde";"helderheid";"gboz";"Vrij helder, geen bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1955";"HT31xx_LSVI_StilstaandeWateren";"IV2020092915332513";"LI_RDP_001_3130n_20";"horst";"horizontalestructuur";"g10m²";">= 10m²";NA;FALSE;FALSE;FALSE;"class"
"1956";"HT31xx_LSVI_StilstaandeWateren";"IV2020092915332513";"LI_RDP_001_3130n_20";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1957";"HT31xx_LSVI_StilstaandeWateren";"IV2020092915410663";"LI_RDP_001_3130a_20";"diept";"diepteklasse";"6m";">= 6m";NA;FALSE;FALSE;FALSE;"class"
"1958";"HT31xx_LSVI_StilstaandeWateren";"IV2020092915410663";"LI_RDP_001_3130a_20";"helde";"helderheid";"gboz";"Vrij helder, geen bodemzicht";NA;FALSE;FALSE;FALSE;"class"
"1959";"HT31xx_LSVI_StilstaandeWateren";"IV2020092915410663";"LI_RDP_001_3130a_20";"boom";"boom";"2xho";"< 2x hoogte van bomen";NA;FALSE;FALSE;FALSE;"class"
"1960";"HT31xx_LSVI_StilstaandeWateren";"IV2020092915410663";"LI_RDP_001_3130a_20";"horst";"horizontalestructuur";"10m2";"> 1m& - < 10m²";NA;FALSE;FALSE;FALSE;"class"
"1961";"HT31xx_LSVI_StilstaandeWateren";"IV2020092915410663";"LI_RDP_001_3130a_20";"peil";"peil";"norm";"Normaal";NA;FALSE;FALSE;FALSE;"class"
"1962";"HT31xx_LSVI_StilstaandeWateren";"IV2020100110560092";"LI_HEU_004_3160_20";"diept";"diepteklasse";"0-2m";"0 - < 2m";NA;FALSE;FALSE;FALSE;"class"
"1963";"HT31xx_LSVI_StilstaandeWateren";"IV2020100110560092";"LI_HEU_004_3160_20";"helde";"helderheid";"bozi";"Bodemzicht";NA;FALSE;FALSE;FALSE;"class"
