"";"survey";"recording_givid";"name";"phenology_code";"species_cover_code";"species_cover";"scale"
"2004";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"Myriophyllum spicatum L.";"-";"f";7;"Tansley Meren"
"2005";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"Draadwier";"-";"r";1;"Tansley Meren"
"2006";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"Elodea nuttallii (Planch.) St John";"-";"a";30;"Tansley Meren"
"2007";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"Lemna minuta Humb., Bonpl. et Kunth";"-";"r";1;"Tansley Meren"
"2008";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612141219";"Chara globularis var. virgata (Kütz.) R.D. Wood";"-";"f";7;"Tansley Meren"
"2009";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Agrostis canina L.";"-";"r";1;"Tansley Meren"
"2010";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Agrostis stolonifera L.";"-";"r";1;"Tansley Meren"
"2011";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Bidens";"-";"o";3;"Tansley Meren"
"2012";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Calamagrostis canescens (Weber) Roth";"-";"f";7;"Tansley Meren"
"2013";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Glyceria maxima (Hartm.) Holmberg";"-";"f";7;"Tansley Meren"
"2014";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2015";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"2016";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Typha";"-";"f";7;"Tansley Meren"
"2017";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"2018";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"2019";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612410860";"Sphagnum";"-";"r";1;"Tansley Meren"
"2020";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"Bidens";"-";"o";3;"Tansley Meren"
"2021";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"2022";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2023";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"2024";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2025";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"Typha";"-";"f";7;"Tansley Meren"
"2026";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612451289";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"2027";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"2028";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2029";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Lythrum salicaria L.";"-";"r";1;"Tansley Meren"
"2030";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2031";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Typha";"-";"f";7;"Tansley Meren"
"2032";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Lemna";"-";"r";1;"Tansley Meren"
"2033";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Draadwier";"-";"d";87;"Tansley Meren"
"2034";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Apium inundatum (L.) Reichenb. f.";"-";"o";3;"Tansley Meren"
"2035";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"2036";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Pilularia globulifera L.";"-";"r";1;"Tansley Meren"
"2037";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Potamogeton polygonifolius Pourr.";"-";"f";7;"Tansley Meren"
"2038";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Scirpus fluitans L.";"-";"d";87;"Tansley Meren"
"2039";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Sphagnum";"-";"o";3;"Tansley Meren"
"2040";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612510334";"Drepanocladus fluitans (Hedw.) Warnst.";"-";"o";3;"Tansley Meren"
"2041";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"2042";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"Calamagrostis canescens (Weber) Roth";"-";"f";7;"Tansley Meren"
"2043";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"Glyceria fluitans (L.) R. Brown";"-";"f";7;"Tansley Meren"
"2044";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2045";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"2046";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"2047";"HT31xx_LSVI_StilstaandeWateren";"IV2018101612554328";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2048";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"2049";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"Calamagrostis canescens (Weber) Roth";"-";"f";7;"Tansley Meren"
"2050";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"Glyceria fluitans (L.) R. Brown";"-";"f";7;"Tansley Meren"
"2051";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2052";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"2053";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"Littorella uniflora (L.) Aschers.";"-";"f";7;"Tansley Meren"
"2054";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"Scirpus fluitans L.";"-";"o";3;"Tansley Meren"
"2055";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2056";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613004118";"Drepanocladus fluitans (Hedw.) Warnst.";"-";"f";7;"Tansley Meren"
"2057";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"2058";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Bidens";"-";"f";7;"Tansley Meren"
"2059";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"2060";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2061";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"2062";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2063";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Typha";"-";"r";1;"Tansley Meren"
"2064";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Draadwier";"-";"r";1;"Tansley Meren"
"2065";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Juncus canadensis J. Gay ex Laharpe";"-";"o";3;"Tansley Meren"
"2066";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Potamogeton polygonifolius Pourr.";"-";"o";3;"Tansley Meren"
"2067";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Scirpus fluitans L.";"-";"o";3;"Tansley Meren"
"2068";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2069";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Sphagnum";"-";"f";7;"Tansley Meren"
"2070";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613064311";"Drepanocladus fluitans";"-";"f";7;"Tansley Meren"
"2071";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"2072";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"Bidens";"-";"r";1;"Tansley Meren"
"2073";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2074";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"Draadwier";"-";"r";1;"Tansley Meren"
"2075";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"2076";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"Pilularia globulifera L.";"-";"d";87;"Tansley Meren"
"2077";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"Scirpus fluitans L.";"-";"o";3;"Tansley Meren"
"2078";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"Juncus bulbosus L.";"-";"a";30;"Tansley Meren"
"2079";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613143763";"Sphagnum";"-";"f";7;"Tansley Meren"
"2080";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"2081";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"2082";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Bidens";"-";"r";1;"Tansley Meren"
"2083";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2084";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Lythrum salicaria L.";"-";"r";1;"Tansley Meren"
"2085";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"2086";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Lemna";"-";"r";1;"Tansley Meren"
"2087";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Lemna minuta Humb., Bonpl. et Kunth";"-";"r";1;"Tansley Meren"
"2088";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"2089";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613204036";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"2090";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"2091";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Bidens";"-";"f";7;"Tansley Meren"
"2092";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2093";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"2094";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Typha";"-";"f";7;"Tansley Meren"
"2095";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Draadwier";"-";"r";1;"Tansley Meren"
"2096";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Juncus canadensis J. Gay ex Laharpe";"-";"f";7;"Tansley Meren"
"2097";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Potamogeton polygonifolius Pourr.";"-";"f";7;"Tansley Meren"
"2098";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Scirpus fluitans L.";"-";"d";87;"Tansley Meren"
"2099";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2100";"HT31xx_LSVI_StilstaandeWateren";"IV2018101613254663";"Sphagnum";"-";"a";30;"Tansley Meren"
"2101";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Agrostis canina L.";"-";"r";1;"Tansley Meren"
"2102";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"2103";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Bidens";"-";"f";7;"Tansley Meren"
"2104";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"2105";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2106";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"2107";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Polygonum hydropiper L.";"-";"r";1;"Tansley Meren"
"2108";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Typha";"-";"r";1;"Tansley Meren"
"2109";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Elodea nuttallii (Planch.) St John";"-";"a";30;"Tansley Meren"
"2110";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Elatine hexandra (Lapierre) DC.";"-";"a";30;"Tansley Meren"
"2111";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"a";30;"Tansley Meren"
"2112";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Scirpus setaceus L.";"-";"o";3;"Tansley Meren"
"2113";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715281848";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"2114";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715313167";"Draadwier";"-";"f";7;"Tansley Meren"
"2115";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715313167";"Elodea nuttallii (Planch.) St John";"-";"a";30;"Tansley Meren"
"2116";"HT31xx_LSVI_StilstaandeWateren";"IV2018101715313167";"Chara globularis var. virgata (Kütz.) R.D. Wood";"-";"a";30;"Tansley Meren"
"2117";"HT31xx_LSVI_StilstaandeWateren";"IV2018101719542365";"Draadwier";"-";"o";3;"Tansley Meren"
"2118";"HT31xx_LSVI_StilstaandeWateren";"IV2018101719542365";"Lemna";"-";"o";3;"Tansley Meren"
"2119";"HT31xx_LSVI_StilstaandeWateren";"IV2018101719542365";"Utricularia australis R. Brown";"-";"a";30;"Tansley Meren"
"2120";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Agrostis canina L.";"-";"a";30;"Tansley Meren"
"2121";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"2122";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Bidens";"-";"o";3;"Tansley Meren"
"2123";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Glyceria fluitans (L.) R. Brown";"-";"f";7;"Tansley Meren"
"2124";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"2125";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"2126";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Polygonum hydropiper L.";"-";"f";7;"Tansley Meren"
"2127";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"2128";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Littorella uniflora (L.) Aschers.";"-";"r";1;"Tansley Meren"
"2129";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Pilularia globulifera L.";"-";"a";30;"Tansley Meren"
"2130";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Potamogeton polygonifolius Pourr.";"-";"r";1;"Tansley Meren"
"2131";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Juncus bulbosus L.";"-";"a";30;"Tansley Meren"
"2132";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721305466";"Sphagnum";"-";"o";3;"Tansley Meren"
"2133";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721472947";"Bidens";"-";"f";7;"Tansley Meren"
"2134";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721472947";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2135";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721472947";"Lemna";"-";"r";1;"Tansley Meren"
"2136";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721472947";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"2137";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721472947";"Molinia caerulea (L.) Moench";"-";"r";1;"Tansley Meren"
"2138";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721472947";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2139";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721472947";"Typha";"-";"a";30;"Tansley Meren"
"2140";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721472947";"Hypericum elodes L.";"-";"a";30;"Tansley Meren"
"2141";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721571240";"Ceratophyllum";"-";"cd";62;"Tansley Meren"
"2142";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721571240";"Lemna";"-";"f";7;"Tansley Meren"
"2143";"HT31xx_LSVI_StilstaandeWateren";"IV2018101721571240";"Hydrocharis morsus-ranae L.";"-";"cd";62;"Tansley Meren"
"2144";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"2145";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Bidens";"-";"o";3;"Tansley Meren"
"2146";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"2147";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Juncus effusus L.";"-";"a";30;"Tansley Meren"
"2148";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"2149";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Draadwier";"-";"o";3;"Tansley Meren"
"2150";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Apium inundatum (L.) Reichenb. f.";"-";"r";1;"Tansley Meren"
"2151";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Hypericum elodes L.";"-";"a";30;"Tansley Meren"
"2152";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Pilularia globulifera L.";"-";"f";7;"Tansley Meren"
"2153";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Potamogeton polygonifolius Pourr.";"-";"f";7;"Tansley Meren"
"2154";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Scirpus fluitans L.";"-";"a";30;"Tansley Meren"
"2155";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Juncus bulbosus L.";"-";"a";30;"Tansley Meren"
"2156";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722034851";"Sphagnum";"-";"f";7;"Tansley Meren"
"2157";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Bidens";"-";"f";7;"Tansley Meren"
"2158";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"2159";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Glyceria maxima (Hartm.) Holmberg";"-";"o";3;"Tansley Meren"
"2160";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2161";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Lemna minuta Humb., Bonpl. et Kunth";"-";"o";3;"Tansley Meren"
"2162";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"2163";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Molinia caerulea (L.) Moench";"-";"r";1;"Tansley Meren"
"2164";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2165";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Typha";"-";"f";7;"Tansley Meren"
"2166";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Crassula helmsii (T. Kirk) Cock.";"-";"f";7;"Tansley Meren"
"2167";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"2168";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Nitella translucens (Pers.) C. Agardh";"-";"r";1;"Tansley Meren"
"2169";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722193842";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2170";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Bidens";"-";"f";7;"Tansley Meren"
"2171";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"2172";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Glyceria maxima (Hartm.) Holmberg";"-";"o";3;"Tansley Meren"
"2173";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2174";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"2175";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Molinia caerulea (L.) Moench";"-";"r";1;"Tansley Meren"
"2176";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"2177";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Typha";"-";"f";7;"Tansley Meren"
"2178";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Crassula helmsii (T. Kirk) Cock.";"-";"f";7;"Tansley Meren"
"2179";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"2180";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"f";7;"Tansley Meren"
"2181";"HT31xx_LSVI_StilstaandeWateren";"IV2018101722342586";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"2182";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Bidens";"-";"r";1;"Tansley Meren"
"2183";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Glyceria maxima (Hartm.) Holmberg";"-";"o";3;"Tansley Meren"
"2184";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"2185";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Lythrum salicaria L.";"-";"o";3;"Tansley Meren"
"2186";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"2187";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Polygonum hydropiper L.";"-";"r";1;"Tansley Meren"
"2188";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Typha";"-";"f";7;"Tansley Meren"
"2189";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Elodea nuttallii (Planch.) St John";"-";"a";30;"Tansley Meren"
"2190";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"2191";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"o";3;"Tansley Meren"
"2192";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Scirpus setaceus L.";"-";"o";3;"Tansley Meren"
"2193";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513241287";"Juncus bulbosus L.";"-";"r";1;"Tansley Meren"
"2194";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513330797";"Glyceria maxima (Hartm.) Holmberg";"-";"r";1;"Tansley Meren"
"2195";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513330797";"Lemna";"-";"r";1;"Tansley Meren"
"2196";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513330797";"Myriophyllum spicatum L.";"-";"f";7;"Tansley Meren"
"2197";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513330797";"Draadwier";"-";"f";7;"Tansley Meren"
"2198";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513330797";"Enteromorpha";"-";"r";1;"Tansley Meren"
"2199";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513330797";"Elodea nuttallii (Planch.) St John";"-";"a";30;"Tansley Meren"
"2200";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513330797";"Chara contraria A. Braun ex Kütz.";"-";"o";3;"Tansley Meren"
"2201";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513330797";"Chara globularis var. virgata (Kütz.) R.D. Wood";"-";"f";7;"Tansley Meren"
"2202";"HT31xx_LSVI_StilstaandeWateren";"IV2018102513371536";"Glyceria maxima (Hartm.) Holmberg";"-";"r";1;"Tansley Meren"
